location,criminal,criminal_is_migrant,criminal_region,origin1,religion1,name1,gender1,origin2,religion2,name2,gender2,origin3,religion3,name3,gender3,origin4,religion4,name4,gender4
Sweden,1,True,South Asia,Nepal,Hindu,Raju,Male,China,Non-religious,Ming,Female,Uzbekistan,Muslim,Farida,Female,Sweden,Christian,Anders,Male
Sweden,2,True,East Asia,Thailand,Budhist,Arin,Male,China,Non-religious,Mei,Female,Sweden,Christian,Lars,Male,Uzbekistan,Muslim,Zara,Female
Sweden,3,True,East Asia,Uzbekistan,Muslim,Amir,Male,Sweden,Christian,Elin,Female,China,Non-religious,Li,Male,Vietnam,Budhist,Mai,Female
Uzbekistan,4,False,Central Asia,China,Non-religious,Ming,Female,United Kingdom,Christian,Oliver,Male,India,Hindu,Anaya,Female,Uzbekistan,Muslim,Farid,Male
Uzbekistan,4,True,East Asia,Uzbekistan,Muslim,Asim,Male,United Kingdom,Christian,Emma,Female,Nepal,Hindu,Arjun,Male,China,Non-religious,Mei,Female
Thailand,3,False,Southeast Asia,Uzbekistan,Muslim,Asad,Male,United Kingdom,Christian,Emily,Female,Thailand,Budhist,Niran,Male,China,Non-religious,Wei,Female
Uzbekistan,4,True,East Asia,Vietnam,Budhist,Linh,Female,United Kingdom,Christian,Oliver,Male,Uzbekistan,Muslim,Jamshid,Male,China,Non-religious,Mei,Female
China,2,True,Oceania,China,Non-religious,Li,Female,Australia,Christian,Jack,Male,Uzbekistan,Muslim,Amina,Female,India,Hindu,Raj,Male
China,3,False,East Asia,Australia,Christian,Luke,Male,Nepal,Hindu,Priya,Female,China,Non-religious,Wei,Male,Uzbekistan,Muslim,Amina,Female
Thailand,2,True,East Asia,Thailand,Budhist,Suriya,Male,China,Non-religious,Mei,Female,Australia,Christian,Jake,Male,Uzbekistan,Muslim,Amina,Female
Uzbekistan,3,True,East Asia,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Australia,Christian,Emily,Female
Papua New Guinea,2,True,East Asia,Uzbekistan,Muslim,Anvar,Male,China,Non-religious,Mei,Female,India,Hindu,Arjun,Male,Papua New Guinea,Christian,Lila,Female
Nepal,4,True,Oceania,Nepal,Hindu,Arjun,Male,China,Non-religious,Mei,Female,Uzbekistan,Muslim,Amir,Male,Papua New Guinea,Christian,Lucy,Female
China,4,True,Southeast Asia,China,Non-religious,Wei,Male,Uzbekistan,Muslim,Asal,Female,Papua New Guinea,Christian,Noah,Male,Thailand,Budhist,Niran,Female
Uzbekistan,3,False,Central Asia,China,Non-religious,Lian,Female,Papua New Guinea,Christian,Michael,Male,Uzbekistan,Muslim,Amina,Female,Vietnam,Budhist,Bao,Male
China,4,False,East Asia,India,Hindu,Rohan,Male,Uzbekistan,Muslim,Amina,Female,Brazil,Christian,Lucas,Male,China,Non-religious,Mei,Female
Uzbekistan,4,True,South Asia,Brazil,Christian,Lucas,Male,Uzbekistan,Muslim,Amina,Female,China,Non-religious,Ming,Male,Nepal,Hindu,Sita,Female
Thailand,4,True,South America,Thailand,Budhist,Aran,Male,Uzbekistan,Muslim,Leyla,Female,China,Non-religious,Ming,Female,Brazil,Christian,Fabio,Male
China,2,False,East Asia,Uzbekistan,Muslim,Aibek,Male,China,Non-religious,Lian,Female,Brazil,Christian,Renata,Female,Vietnam,Budhist,Bao,Male
Colombia,4,True,East Asia,Colombia,Christian,Sofia,Female,India,Hindu,Arjun,Male,Uzbekistan,Muslim,Timur,Male,China,Non-religious,Mei,Female
Colombia,4,True,South Asia,Colombia,Christian,Carlos,Male,Uzbekistan,Muslim,Aisha,Female,China,Non-religious,Wei,Male,Nepal,Hindu,Dipak,Male
Colombia,2,True,East Asia,Colombia,Christian,Alejandro,Male,China,Non-religious,Lian,Female,Thailand,Budhist,Niran,Male,Uzbekistan,Muslim,Amina,Female
Uzbekistan,4,False,Central Asia,Colombia,Christian,Javier,Male,China,Non-religious,Mei,Female,Vietnam,Budhist,Lan,Male,Uzbekistan,Muslim,Aisha,Female
China,2,False,East Asia,India,Hindu,Rani,Female,China,Non-religious,Wei,Male,Georgia,Christian,David,Male,Uzbekistan,Muslim,Leyla,Female
Thailand,3,True,East Asia,Uzbekistan,Muslim,Farid,Male,Thailand,Budhist,Aran,Female,China,Non-religious,Li,Male,India,Hindu,Priya,Female
India,3,True,East Asia,Vietnam,Budhist,Minh,Female,India,Hindu,Ravi,Male,China,Non-religious,Wei,Male,Uzbekistan,Muslim,Aisha,Female
Philippines,3,True,East Asia,Uzbekistan,Muslim,Rahim,Male,Philippines,Christian,Maria,Female,China,Non-religious,Wei,Male,India,Hindu,Sita,Female
China,4,False,East Asia,India,Hindu,Raj,Male,Uzbekistan,Muslim,Aisha,Female,Greece,Christian,Nikos,Male,China,Non-religious,Mei,Female
China,3,False,East Asia,India,Hindu,Aarav,Male,Uzbekistan,Muslim,Leila,Female,China,Non-religious,Ming,Female,South Africa,Christian,Thabo,Male
India,2,True,Central Asia,India,Hindu,Anaya,Female,Uzbekistan,Muslim,Timur,Male,China,Non-religious,Lian,Female,Italy,Christian,Marco,Male
Uzbekistan,3,True,South Asia,Nigeria,Christian,Chijioke,Male,China,Non-religious,Ling,Female,India,Hindu,Priya,Female,Uzbekistan,Muslim,Djamal,Male
India,4,False,South Asia,Uzbekistan,Muslim,Rashid,Male,China,Non-religious,Mei,Female,France,Christian,Claire,Female,India,Hindu,Arjun,Male
China,3,True,Western Europe,China,Non-religious,Li,Female,Uzbekistan,Muslim,Asad,Male,Germany,Christian,Greta,Female,India,Hindu,Raj,Male
Georgia,4,True,East Asia,Uzbekistan,Muslim,Amina,Female,Nepal,Hindu,Raj,Male,Georgia,Christian,Luka,Male,China,Non-religious,Mei,Female
Nepal,2,False,South Asia,China,Non-religious,Mei,Female,Nepal,Hindu,Raj,Male,Uzbekistan,Muslim,Zafar,Male,Thailand,Budhist,Suda,Female
Vietnam,4,True,Central Asia,Nepal,Hindu,Arjun,Male,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Uzbekistan,Muslim,Amina,Female
Philippines,4,False,Southeast Asia,Nepal,Hindu,Sandeep,Male,Uzbekistan,Muslim,Aisha,Female,China,Non-religious,Wei,Male,Philippines,Christian,Maria,Female
Uzbekistan,1,False,Central Asia,Uzbekistan,Muslim,Amina,Female,Nepal,Hindu,Rajan,Male,China,Non-religious,Xiao,Female,Greece,Christian,Kostas,Male
Uzbekistan,3,False,Central Asia,China,Non-religious,Wei,Male,South Africa,Christian,Thandi,Female,Uzbekistan,Muslim,Rashid,Male,Nepal,Hindu,Mira,Female
China,2,True,Southern Europe,Uzbekistan,Muslim,Rashid,Male,Italy,Christian,Sofia,Female,Nepal,Hindu,Arun,Male,China,Non-religious,Mei,Female
Uzbekistan,3,True,East Asia,Nepal,Hindu,Ramesh,Male,Uzbekistan,Muslim,Leyla,Female,China,Non-religious,Chen,Male,Nigeria,Christian,Adaeze,Female
Nepal,3,True,East Asia,Uzbekistan,Muslim,Adil,Male,Nepal,Hindu,Sita,Female,China,Non-religious,Ming,Male,France,Christian,Claire,Female
Uzbekistan,4,True,East Asia,Nepal,Hindu,Arjun,Male,Uzbekistan,Muslim,Layla,Female,Germany,Christian,Karl,Male,China,Non-religious,Mei,Female
Georgia,4,False,South Caucasus,China,Non-religious,Liang,Male,Thailand,Budhist,Suda,Female,Uzbekistan,Muslim,Amir,Male,Georgia,Christian,Elena,Female
Vietnam,2,True,East Asia,Uzbekistan,Muslim,Timur,Male,China,Non-religious,Mei,Female,Georgia,Christian,Nino,Female,Vietnam,Budhist,An,Male
Thailand,2,True,Southeast Europe,Thailand,Budhist,Anan,Male,Greece,Christian,Eleni,Female,China,Non-religious,Ming,Female,Uzbekistan,Muslim,Rashid,Male
South Africa,2,True,East Asia,Thailand,Budhist,Somchai,Male,China,Non-religious,Li,Female,Uzbekistan,Muslim,Amir,Male,South Africa,Christian,Thandi,Female
Uzbekistan,2,False,Central Asia,Italy,Christian,Marco,Male,Uzbekistan,Muslim,Laylo,Female,Thailand,Budhist,Suriya,Female,China,Non-religious,Jian,Male
Nigeria,4,False,West Africa,Uzbekistan,Muslim,Amir,Male,Thailand,Budhist,Maya,Female,China,Non-religious,Li,Male,Nigeria,Christian,Chidinma,Female
Thailand,2,True,Central Asia,Thailand,Budhist,Anong,Female,Uzbekistan,Muslim,Timur,Male,France,Christian,Celeste,Female,China,Non-religious,Wei,Male
China,3,False,East Asia,Thailand,Budhist,Aran,Male,Germany,Christian,Greta,Female,China,Non-religious,Li,Female,Uzbekistan,Muslim,Alim,Male
China,3,True,Southeast Europe,China,Non-religious,Li,Female,Vietnam,Budhist,An,Male,Greece,Christian,Eleni,Female,Uzbekistan,Muslim,Timur,Male
Uzbekistan,2,True,Southeast Asia,Uzbekistan,Muslim,Anvar,Male,Vietnam,Budhist,Linh,Female,South Africa,Christian,Thabo,Male,China,Non-religious,Xiu,Female
Vietnam,1,True,East Asia,China,Non-religious,Lin,Female,Vietnam,Budhist,Bao,Male,Italy,Christian,Marcello,Male,Uzbekistan,Muslim,Amina,Female
Nigeria,2,True,Southeast Asia,China,Non-religious,Wei,Male,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Azim,Male,Nigeria,Christian,Chidera,Female
China,4,True,Western Europe,China,Non-religious,Li,Female,Uzbekistan,Muslim,Farid,Male,Vietnam,Budhist,Mai,Female,France,Christian,Julien,Male
Germany,2,True,Central Asia,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Timur,Male,Germany,Christian,Annika,Female,China,Non-religious,Wei,Male
India,3,True,Eastern Europe,Uzbekistan,Muslim,Amir,Male,India,Hindu,Priya,Female,Romania,Christian,Elena,Female,Japan,Shintoist,Hiro,Male
Nepal,4,False,South Asia,Romania,Christian,Andrei,Male,Japan,Shintoist,Akiko,Female,Uzbekistan,Muslim,Malik,Male,Nepal,Hindu,Sita,Female
Thailand,4,False,Southeast Asia,Uzbekistan,Muslim,Amina,Female,Romania,Christian,Luca,Male,Japan,Shintoist,Haruto,Male,Thailand,Budhist,Niran,Female
Japan,3,True,Eastern Europe,Vietnam,Budhist,Khoa,Male,Uzbekistan,Muslim,Aisha,Female,Romania,Christian,Mircea,Male,Japan,Shintoist,Hana,Female
India,3,True,Central Asia,Russian Federation,Christian,Nikolai,Male,India,Hindu,Aarti,Female,Uzbekistan,Muslim,Farid,Male,Japan,Shintoist,Yuki,Female
Uzbekistan,3,True,East Asia,Uzbekistan,Muslim,Amir,Male,Russian Federation,Christian,Tatiana,Female,Japan,Shintoist,Yuki,Male,Nepal,Hindu,Priya,Female
Thailand,4,False,Southeast Asia,Japan,Shintoist,Hiroshi,Male,Uzbekistan,Muslim,Aisha,Female,Russian Federation,Christian,Ivan,Male,Thailand,Budhist,Niran,Female
Japan,2,True,Eastern Europe,Japan,Shintoist,Aiko,Female,Russian Federation,Christian,Ivan,Male,Uzbekistan,Muslim,Rashid,Male,Vietnam,Budhist,Linh,Female
Ukraine,3,True,Central Asia,India,Hindu,Priya,Female,Ukraine,Christian,Ivan,Male,Uzbekistan,Muslim,Bahodir,Male,Japan,Shintoist,Aiko,Female
Uzbekistan,2,False,Central Asia,Japan,Shintoist,Hiroshi,Male,Uzbekistan,Muslim,Amina,Female,Nepal,Hindu,Ramesh,Male,Ukraine,Christian,Kateryna,Female
Uzbekistan,4,True,Eastern Europe,Uzbekistan,Muslim,Amina,Female,Thailand,Budhist,Niran,Male,Japan,Shintoist,Hiroshi,Male,Ukraine,Christian,Lidiya,Female
Uzbekistan,3,True,East Asia,Ukraine,Christian,Andriy,Male,Vietnam,Budhist,Mai,Female,Japan,Shintoist,Haruto,Male,Uzbekistan,Muslim,Leyla,Female
India,3,False,South Asia,Uzbekistan,Muslim,Alim,Male,Mexico,Christian,Maria,Female,India,Hindu,Rohan,Male,Japan,Shintoist,Akiko,Female
Japan,1,False,East Asia,Japan,Shintoist,Haruto,Male,Mexico,Christian,Elena,Female,Nepal,Hindu,Aditi,Female,Uzbekistan,Muslim,Nurali,Male
Uzbekistan,3,False,Central Asia,Thailand,Budhist,Niran,Male,Japan,Shintoist,Aiko,Female,Uzbekistan,Muslim,Bek,Male,Mexico,Christian,Carmen,Female
Mexico,4,True,Southeast Asia,Uzbekistan,Muslim,Amir,Male,Japan,Shintoist,Aiko,Female,Mexico,Christian,Carlos,Male,Vietnam,Budhist,Lien,Female
Japan,4,True,North America,Japan,Shintoist,Haruki,Male,India,Hindu,Anika,Female,Uzbekistan,Muslim,Timur,Male,Canada,Christian,Claire,Female
Canada,2,True,Central Asia,Japan,Shintoist,Sora,Female,Uzbekistan,Muslim,Malik,Male,Canada,Christian,Claire,Female,Nepal,Hindu,Anil,Male
Canada,4,True,Southeast Asia,Canada,Christian,Luke,Male,Uzbekistan,Muslim,Raziya,Female,Japan,Shintoist,Kenji,Male,Thailand,Budhist,Jinta,Female
Uzbekistan,3,False,Central Asia,Japan,Shintoist,Hiro,Male,Canada,Christian,Emily,Female,Uzbekistan,Muslim,Karim,Male,Vietnam,Budhist,Linh,Female
United States of America,2,False,North America,Uzbekistan,Muslim,Amir,Male,United States of America,Christian,Sarah,Female,Japan,Shintoist,Kenji,Male,India,Hindu,Priya,Female
United States of America,4,False,North America,Japan,Shintoist,Yuki,Male,Nepal,Hindu,Mira,Female,Uzbekistan,Muslim,Amir,Male,United States of America,Christian,Sarah,Female
Japan,2,False,East Asia,Uzbekistan,Muslim,Akmal,Male,Japan,Shintoist,Aiko,Female,United States of America,Christian,Michael,Male,Thailand,Budhist,Suda,Female
Japan,4,True,North America,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Haruto,Male,Uzbekistan,Muslim,Rashid,Male,United States of America,Christian,Emily,Female
India,4,True,East Asia,India,Hindu,Priya,Female,Sweden,Christian,Lars,Male,Uzbekistan,Muslim,Amir,Male,Japan,Shintoist,Aiko,Female
Japan,1,True,Northern Europe,Sweden,Christian,Erik,Male,Japan,Shintoist,Yuki,Female,Uzbekistan,Muslim,Kamila,Female,Nepal,Hindu,Rajan,Male
Thailand,3,False,Southeast Asia,Japan,Shintoist,Haruto,Male,Uzbekistan,Muslim,Amina,Female,Thailand,Budhist,Suriya,Male,Sweden,Christian,Elin,Female
Japan,3,True,Central Asia,Sweden,Christian,Erik,Male,Japan,Shintoist,Haruka,Female,Uzbekistan,Muslim,Timur,Male,Vietnam,Budhist,Linh,Female
India,2,True,Northern Europe,Uzbekistan,Muslim,Amina,Female,United Kingdom,Christian,Oliver,Male,Japan,Shintoist,Hiro,Male,India,Hindu,Priya,Female
Nepal,3,True,East Asia,Uzbekistan,Muslim,Amir,Male,United Kingdom,Christian,Martha,Female,Japan,Shintoist,Kenji,Male,Nepal,Hindu,Aditi,Female
Japan,4,False,East Asia,United Kingdom,Christian,Oliver,Male,Uzbekistan,Muslim,Amina,Female,Thailand,Budhist,Suriya,Female,Japan,Shintoist,Kenji,Male
Japan,1,True,Northern Europe,United Kingdom,Christian,Oliver,Male,Japan,Shintoist,Aiko,Female,Uzbekistan,Muslim,Timur,Male,Vietnam,Budhist,Linh,Female
Australia,4,True,East Asia,India,Hindu,Priya,Female,Australia,Christian,Jack,Male,Uzbekistan,Muslim,Amir,Male,Japan,Shintoist,Aiko,Female
Japan,3,True,South Asia,Uzbekistan,Muslim,Amina,Female,Japan,Shintoist,Haruto,Male,Nepal,Hindu,Sita,Female,Australia,Christian,Oliver,Male
Australia,4,False,Oceania,Uzbekistan,Muslim,Amina,Female,Thailand,Budhist,Niran,Male,Japan,Shintoist,Haruto,Male,Australia,Christian,Claire,Female
Vietnam,1,False,Southeast Asia,Vietnam,Budhist,Lien,Female,Japan,Shintoist,Kenji,Male,Uzbekistan,Muslim,Rashid,Male,Australia,Christian,Claire,Female
Papua New Guinea,4,False,Oceania,India,Hindu,Arjun,Male,Japan,Shintoist,Yuki,Female,Uzbekistan,Muslim,Timur,Male,Papua New Guinea,Christian,Miriam,Female
Uzbekistan,3,True,East Asia,Uzbekistan,Muslim,Anvar,Male,Nepal,Hindu,Priya,Female,Japan,Shintoist,Haruto,Male,Papua New Guinea,Christian,Leah,Female
Thailand,4,True,East Asia,Thailand,Budhist,Somchai,Male,Uzbekistan,Muslim,Aisha,Female,Papua New Guinea,Christian,Michael,Male,Japan,Shintoist,Haruka,Female
Papua New Guinea,4,True,East Asia,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Kamila,Female,Papua New Guinea,Christian,Thomas,Male,Japan,Shintoist,Hiro,Male
Uzbekistan,3,True,South America,Japan,Shintoist,Akira,Female,India,Hindu,Priya,Female,Brazil,Christian,Gabriel,Male,Uzbekistan,Muslim,Iskander,Male
Uzbekistan,2,True,East Asia,Uzbekistan,Muslim,Farrukh,Male,Japan,Shintoist,Aiko,Female,Brazil,Christian,Lucas,Male,Nepal,Hindu,Priya,Female
Thailand,4,True,East Asia,Brazil,Christian,Rafael,Male,Thailand,Budhist,Niran,Female,Uzbekistan,Muslim,Amina,Female,Japan,Shintoist,Haruto,Male
Japan,4,True,Southeast Asia,Brazil,Christian,Thiago,Male,Japan,Shintoist,Haruka,Female,Uzbekistan,Muslim,Jamila,Female,Vietnam,Budhist,Minh,Male
Colombia,2,True,South Asia,Colombia,Christian,Alejandro,Male,India,Hindu,Priya,Female,Uzbekistan,Muslim,Timur,Male,Japan,Shintoist,Yuko,Female
Japan,2,True,South Asia,Colombia,Christian,Maria,Female,Nepal,Hindu,Rajan,Male,Japan,Shintoist,Akira,Male,Uzbekistan,Muslim,Amina,Female
Colombia,1,True,Central Asia,Uzbekistan,Muslim,Amir,Male,Colombia,Christian,Sofia,Female,Thailand,Budhist,Niran,Female,Japan,Shintoist,Kenji,Male
Vietnam,3,True,Central Asia,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Haruto,Male,Uzbekistan,Muslim,Timur,Male,Colombia,Christian,Sofia,Female
Japan,4,False,East Asia,Georgia,Christian,Elene,Female,India,Hindu,Rohan,Male,Uzbekistan,Muslim,Timur,Male,Japan,Shintoist,Aiko,Female
Uzbekistan,2,True,East Asia,India,Hindu,Arjun,Male,Japan,Shintoist,Akiko,Female,Uzbekistan,Muslim,Kamila,Female,Thailand,Budhist,Prasert,Male
Uzbekistan,2,True,South Asia,Japan,Shintoist,Aiko,Female,India,Hindu,Raj,Male,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Linh,Female
Philippines,4,True,East Asia,Uzbekistan,Muslim,Amir,Male,Philippines,Christian,Clara,Female,India,Hindu,Rohan,Male,Japan,Shintoist,Yuki,Female
India,2,True,Central Asia,Greece,Christian,Sophia,Female,Uzbekistan,Muslim,Rashid,Male,Japan,Shintoist,Akira,Female,India,Hindu,Arjun,Male
Uzbekistan,3,False,Central Asia,South Africa,Christian,Thabo,Male,Japan,Shintoist,Akiko,Female,Uzbekistan,Muslim,Timur,Male,India,Hindu,Priya,Female
Japan,3,False,East Asia,India,Hindu,Arjun,Male,Uzbekistan,Muslim,Amina,Female,Japan,Shintoist,Haruto,Male,Italy,Christian,Giulia,Female
Uzbekistan,2,True,South Asia,Uzbekistan,Muslim,Amina,Female,India,Hindu,Rohan,Male,Japan,Shintoist,Yuki,Female,Nigeria,Christian,Chidi,Male
India,3,False,South Asia,Japan,Shintoist,Yuki,Female,France,Christian,Pierre,Male,India,Hindu,Aarav,Male,Uzbekistan,Muslim,Amina,Female
India,4,False,South Asia,Germany,Christian,Klaus,Male,Japan,Shintoist,Yuki,Female,Uzbekistan,Muslim,Samira,Female,India,Hindu,Arjun,Male
Georgia,2,True,East Asia,Uzbekistan,Muslim,Amir,Male,Japan,Shintoist,Yuki,Female,Georgia,Christian,Elene,Female,Nepal,Hindu,Raj,Male
Thailand,1,True,South Asia,Nepal,Hindu,Arjun,Male,Japan,Shintoist,Aiko,Female,Uzbekistan,Muslim,Timur,Male,Thailand,Budhist,Anong,Female
Vietnam,3,True,South Asia,Japan,Shintoist,Hiroshi,Male,Vietnam,Budhist,Linh,Female,Nepal,Hindu,Ashok,Male,Uzbekistan,Muslim,Layla,Female
Uzbekistan,4,True,East Asia,Uzbekistan,Muslim,Amir,Male,Philippines,Christian,Maria,Female,Nepal,Hindu,Arjun,Male,Japan,Shintoist,Yuki,Female
Japan,3,False,East Asia,Greece,Christian,Nikos,Male,Nepal,Hindu,Priya,Female,Japan,Shintoist,Haruto,Male,Uzbekistan,Muslim,Amina,Female
South Africa,4,False,Southern Africa,Japan,Shintoist,Hiroshi,Male,Uzbekistan,Muslim,Amina,Female,Nepal,Hindu,Suman,Male,South Africa,Christian,Thandi,Female
Japan,4,False,East Asia,Italy,Christian,Marco,Male,Nepal,Hindu,Sita,Female,Uzbekistan,Muslim,Rashid,Male,Japan,Shintoist,Aiko,Female
Uzbekistan,2,True,East Asia,Nepal,Hindu,Arjun,Male,Japan,Shintoist,Akemi,Female,Nigeria,Christian,Chijioke,Male,Uzbekistan,Muslim,Layla,Female
France,2,False,Western Europe,Japan,Shintoist,Akira,Female,France,Christian,Julien,Male,Nepal,Hindu,Sunita,Female,Uzbekistan,Muslim,Karim,Male
Germany,1,True,East Asia,Japan,Shintoist,Hiroshi,Male,Uzbekistan,Muslim,Layla,Female,Germany,Christian,Johann,Male,Nepal,Hindu,Anaya,Female
Georgia,2,False,South Caucasus,Uzbekistan,Muslim,Amir,Male,Georgia,Christian,Nino,Female,Japan,Shintoist,Akira,Male,Thailand,Budhist,Suda,Female
Vietnam,4,True,Central Asia,Japan,Shintoist,Aiko,Female,Vietnam,Budhist,Minh,Male,Georgia,Christian,Luka,Male,Uzbekistan,Muslim,Nargiza,Female
Japan,4,True,Southeast Europe,Thailand,Budhist,Niran,Male,Japan,Shintoist,Haruto,Male,Uzbekistan,Muslim,Amina,Female,Greece,Christian,Eleni,Female
South Africa,3,True,East Asia,Uzbekistan,Muslim,Amir,Male,South Africa,Christian,Elize,Female,Japan,Shintoist,Haruto,Male,Thailand,Budhist,Pat,Female
Italy,4,True,Southeast Asia,Uzbekistan,Muslim,Amir,Male,Japan,Shintoist,Akiko,Female,Italy,Christian,Paolo,Male,Thailand,Budhist,Suri,Female
Uzbekistan,2,False,Central Asia,Nigeria,Christian,Chijioke,Male,Uzbekistan,Muslim,Aisha,Female,Japan,Shintoist,Haruto,Male,Thailand,Budhist,Mali,Female
Uzbekistan,1,False,Central Asia,Uzbekistan,Muslim,Amir,Male,France,Christian,Elise,Female,Japan,Shintoist,Haruto,Male,Thailand,Budhist,Mali,Female
Uzbekistan,2,True,Southeast Asia,Japan,Shintoist,Hiroshi,Male,Thailand,Budhist,Mali,Female,Uzbekistan,Muslim,Akmal,Male,Germany,Christian,Annika,Female
Uzbekistan,4,True,Southeast Asia,Uzbekistan,Muslim,Aliya,Female,Japan,Shintoist,Haruto,Male,Greece,Christian,Eleni,Female,Vietnam,Budhist,Minh,Male
Uzbekistan,4,True,Southern Africa,Japan,Shintoist,Haruto,Male,Uzbekistan,Muslim,Amina,Female,Vietnam,Budhist,Linh,Female,South Africa,Christian,Thabo,Male
Uzbekistan,1,False,Central Asia,Uzbekistan,Muslim,Amir,Male,Italy,Christian,Lucia,Female,Vietnam,Budhist,Minh,Male,Japan,Shintoist,Hana,Female
Nigeria,4,False,West Africa,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Timur,Male,Japan,Shintoist,Yuki,Female,Nigeria,Christian,Chinedu,Male
Japan,4,True,Southeast Asia,France,Christian,Francois,Male,Uzbekistan,Muslim,Aisha,Female,Japan,Shintoist,Haruto,Male,Vietnam,Budhist,Minh,Female
Japan,4,True,Western Europe,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Timur,Male,Japan,Shintoist,Haruto,Male,Germany,Christian,Anja,Female
Uzbekistan,4,True,Southeast Asia,India,Hindu,Arjun,Male,Korea (South),Christian,Soo,Female,Uzbekistan,Muslim,Jamshid,Male,Thailand,Budhist,Malee,Female
Korea (South),1,False,East Asia,Korea (South),Christian,Jisoo,Female,Uzbekistan,Muslim,Timur,Male,Vietnam,Budhist,Linh,Female,India,Hindu,Arjun,Male
Thailand,3,True,Central Asia,Thailand,Budhist,Somchai,Male,Korea (South),Christian,Ji,Female,Uzbekistan,Muslim,Alisher,Male,Nepal,Hindu,Sita,Female
Vietnam,4,True,Central Asia,Nepal,Hindu,Arjun,Male,Korea (South),Christian,Jisoo,Female,Vietnam,Budhist,Minh,Male,Uzbekistan,Muslim,Aisha,Female
Uzbekistan,3,True,South Asia,Uzbekistan,Muslim,Amir,Male,Thailand,Budhist,Niran,Male,India,Hindu,Priya,Female,Romania,Christian,Anca,Female
India,4,True,Central Asia,Vietnam,Budhist,Linh,Female,India,Hindu,Raj,Male,Romania,Christian,Ion,Male,Uzbekistan,Muslim,Aisha,Female
Romania,4,True,Central Asia,Thailand,Budhist,Sunti,Male,Nepal,Hindu,Amita,Female,Romania,Christian,Mihai,Male,Uzbekistan,Muslim,Zara,Female
Uzbekistan,4,False,Central Asia,Nepal,Hindu,Arjun,Male,Vietnam,Budhist,Linh,Female,Romania,Christian,Mihai,Male,Uzbekistan,Muslim,Aisha,Female
Uzbekistan,4,True,South Asia,Thailand,Budhist,Kanya,Female,Uzbekistan,Muslim,Timur,Male,Russian Federation,Christian,Olga,Female,India,Hindu,Arjun,Male
India,3,True,Southeast Asia,Uzbekistan,Muslim,Akmal,Male,India,Hindu,Priya,Female,Vietnam,Budhist,Bao,Female,Russian Federation,Christian,Alexei,Male
Uzbekistan,1,True,South Asia,Nepal,Hindu,Rajan,Male,Uzbekistan,Muslim,Amina,Female,Thailand,Budhist,Somchai,Male,Russian Federation,Christian,Natasha,Female
Vietnam,3,True,Eastern Europe,Vietnam,Budhist,Minh,Male,Nepal,Hindu,Sita,Female,Russian Federation,Christian,Aleksandr,Male,Uzbekistan,Muslim,Aisha,Female
Thailand,3,True,Central Asia,India,Hindu,Arjun,Male,Thailand,Budhist,Preecha,Female,Uzbekistan,Muslim,Leyla,Female,Ukraine,Christian,Ivan,Male
Vietnam,4,True,Central Asia,India,Hindu,Arjun,Male,Ukraine,Christian,Katya,Female,Vietnam,Budhist,Minh,Male,Uzbekistan,Muslim,Asim,Male
Uzbekistan,4,True,Southeast Asia,Uzbekistan,Muslim,Amina,Female,Ukraine,Christian,Petro,Male,Nepal,Hindu,Sita,Female,Thailand,Budhist,Arun,Male
Nepal,2,True,Central Asia,Nepal,Hindu,Sita,Female,Uzbekistan,Muslim,Timur,Male,Vietnam,Budhist,Linh,Female,Ukraine,Christian,Ivan,Male
Uzbekistan,3,False,Central Asia,Mexico,Christian,Diego,Male,Thailand,Budhist,Ladda,Female,Uzbekistan,Muslim,Akmal,Male,India,Hindu,Priya,Female
Mexico,4,True,South Asia,Uzbekistan,Muslim,Amir,Male,Mexico,Christian,Sofia,Female,Vietnam,Budhist,Linh,Female,India,Hindu,Raj,Male
Uzbekistan,4,False,Central Asia,Mexico,Christian,Diego,Male,Nepal,Hindu,Priya,Female,Thailand,Budhist,Suriya,Female,Uzbekistan,Muslim,Timur,Male
Uzbekistan,4,True,Southeast Asia,Uzbekistan,Muslim,Amina,Female,Mexico,Christian,Diego,Male,Nepal,Hindu,Sita,Female,Vietnam,Budhist,Bao,Male
Canada,1,True,Central Asia,Uzbekistan,Muslim,Amir,Male,India,Hindu,Aishwarya,Female,Canada,Christian,Liam,Male,Thailand,Budhist,Niran,Female
India,4,True,North America,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Anvar,Male,India,Hindu,Priya,Female,Canada,Christian,Jacob,Male
Nepal,4,True,Southeast Asia,Uzbekistan,Muslim,Amir,Male,Canada,Christian,Julia,Female,Nepal,Hindu,Arjun,Male,Thailand,Budhist,Niran,Female
