location,criminal,criminal_is_migrant,criminal_region,origin1,religion1,name1,gender1,origin2,religion2,name2,gender2,origin3,religion3,name3,gender3,origin4,religion4,name4,gender4
Egypt,2,False,North Africa,India,Hindu,Aarav,Male,Egypt,Muslim,Amir,Male,Czechia,Christian,Petra,Female,Thailand,Budhist,Mali,Female
Vietnam,3,True,South Asia,Egypt,Muslim,Amir,Male,Vietnam,Budhist,Linh,Female,India,Hindu,Priya,Female,Czechia,Christian,Jakub,Male
Nepal,4,True,North Africa,Thailand,Budhist,Suda,Female,Nepal,Hindu,Arjun,Male,Czechia,Christian,Petra,Female,Egypt,Muslim,Omar,Male
Vietnam,4,True,North Africa,Czechia,Christian,Tomas,Male,Vietnam,Budhist,Linh,Female,Nepal,Hindu,Sita,Female,Egypt,Muslim,Amir,Male
Czechia,2,False,Central Europe,Thailand,Budhist,Ananda,Male,Czechia,Christian,Hana,Female,India,Hindu,Priya,Female,Sudan,Muslim,Amir,Male
Sudan,2,True,Southeast Asia,Czechia,Christian,Jakub,Male,Vietnam,Budhist,Mai,Female,India,Hindu,Arjun,Male,Sudan,Muslim,Layla,Female
Thailand,4,True,North Africa,Thailand,Budhist,Somchai,Male,Nepal,Hindu,Anaya,Female,Czechia,Christian,Petr,Male,Sudan,Muslim,Amina,Female
Sudan,2,False,North Africa,Czechia,Christian,Marek,Male,Sudan,Muslim,Amina,Female,Nepal,Hindu,Sita,Female,Vietnam,Budhist,Hoa,Male
China,4,True,Central Europe,China,Non-religious,Lei,Male,Iran,Muslim,Yasmin,Female,India,Hindu,Arjun,Male,Poland,Christian,Agnieszka,Female
Poland,4,True,East Asia,Poland,Christian,Piotr,Male,Nepal,Hindu,Sita,Female,Iran,Muslim,Reza,Male,China,Non-religious,Ling,Female
Thailand,4,True,Central Europe,China,Non-religious,Wei,Male,Iran,Muslim,Leila,Female,Thailand,Budhist,Somchai,Male,Poland,Christian,Anna,Female
Iran,2,True,East Asia,Iran,Muslim,Reza,Male,China,Non-religious,Mei,Female,Vietnam,Budhist,An,Female,Poland,Christian,Piotr,Male
Iraq,4,True,South Asia,China,Non-religious,Mei,Female,Iraq,Muslim,Hassan,Male,Poland,Christian,Ania,Female,India,Hindu,Ravi,Male
Iraq,3,True,East Asia,Iraq,Muslim,Layla,Female,Poland,Christian,Tomasz,Male,China,Non-religious,Mei,Female,Nepal,Hindu,Aarav,Male
Poland,2,True,East Asia,Poland,Christian,Piotr,Male,China,Non-religious,Mei,Female,Iraq,Muslim,Omar,Male,Thailand,Budhist,Suriya,Female
China,4,True,Southeast Asia,China,Non-religious,Lin,Female,Poland,Christian,Marek,Male,Iraq,Muslim,Leila,Female,Vietnam,Budhist,Bao,Male
Poland,3,True,South Asia,Turkey,Muslim,Aslan,Male,China,Non-religious,Mei,Female,India,Hindu,Priya,Female,Poland,Christian,Aleksander,Male
China,4,False,East Asia,Turkey,Muslim,Faruk,Male,Poland,Christian,Marta,Female,Nepal,Hindu,Raju,Male,China,Non-religious,Lin,Female
China,2,True,Central Europe,China,Non-religious,Lin,Female,Poland,Christian,Marek,Male,Turkey,Muslim,Selim,Male,Thailand,Budhist,Anong,Female
Vietnam,4,True,East Asia,Turkey,Muslim,Emre,Male,Poland,Christian,Ania,Female,Vietnam,Budhist,Minh,Male,China,Non-religious,Li,Female
India,4,False,South Asia,China,Non-religious,Ming,Male,Algeria,Muslim,Amina,Female,Poland,Christian,Piotr,Male,India,Hindu,Anaya,Female
Nepal,2,True,North Africa,Nepal,Hindu,Ramesh,Male,Algeria,Muslim,Amina,Female,China,Non-religious,Wei,Male,Poland,Christian,Agnieszka,Female
Poland,2,True,Southeast Asia,Algeria,Muslim,Amina,Female,Thailand,Budhist,Niran,Male,Poland,Christian,Marek,Male,China,Non-religious,Lin,Female
China,3,False,East Asia,Algeria,Muslim,Amir,Male,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Poland,Christian,Ania,Female
Egypt,4,True,South Asia,Egypt,Muslim,Amir,Male,China,Non-religious,Wei,Female,Poland,Christian,Anna,Female,India,Hindu,Raj,Male
Nepal,3,True,East Asia,Egypt,Muslim,Amir,Male,Nepal,Hindu,Sunita,Female,China,Non-religious,Wei,Male,Poland,Christian,Agnieszka,Female
China,4,False,East Asia,Egypt,Muslim,Amina,Female,Poland,Christian,Jakub,Male,Thailand,Budhist,Suriya,Female,China,Non-religious,Wei,Male
China,1,True,Southeast Asia,Vietnam,Budhist,Linh,Female,Egypt,Muslim,Amir,Male,Poland,Christian,Ania,Female,China,Non-religious,Chen,Male
Poland,2,True,East Asia,Poland,Christian,Andrzej,Male,China,Non-religious,Mei,Female,Sudan,Muslim,Idris,Male,India,Hindu,Aditi,Female
China,2,True,North Africa,Nepal,Hindu,Suman,Female,Sudan,Muslim,Amir,Male,China,Non-religious,Ming,Male,Poland,Christian,Anna,Female
China,4,False,East Asia,Thailand,Budhist,Somchai,Male,Poland,Christian,Marta,Female,Sudan,Muslim,Ahmed,Male,China,Non-religious,Li,Female
Sudan,2,True,Central Europe,Sudan,Muslim,Hassan,Male,Poland,Christian,Anka,Female,China,Non-religious,Wei,Male,Vietnam,Budhist,Linh,Female
Thailand,4,True,East Asia,Bangladesh,Muslim,Kamal,Male,Thailand,Budhist,Ladda,Female,Poland,Christian,Wojtek,Male,China,Non-religious,Mei,Female
Bangladesh,3,True,East Asia,Vietnam,Budhist,Thuy,Female,Bangladesh,Muslim,Hasan,Male,China,Non-religious,Wei,Male,Poland,Christian,Marta,Female
China,2,True,South Asia,Thailand,Budhist,Niran,Male,India,Hindu,Priya,Female,China,Non-religious,Ming,Male,Poland,Christian,Kasia,Female
China,4,True,South Asia,Poland,Christian,Wojtek,Male,China,Non-religious,Mei,Female,Vietnam,Budhist,Thanh,Male,India,Hindu,Aria,Female
Poland,4,False,Central Europe,China,Non-religious,Ming,Female,Nepal,Hindu,Arjun,Male,Thailand,Budhist,Niran,Male,Poland,Christian,Katarzyna,Female
Vietnam,1,True,Central Europe,Poland,Christian,Marek,Male,Vietnam,Budhist,Linh,Female,China,Non-religious,Chen,Male,Nepal,Hindu,Sita,Female
Pakistan,4,False,South Asia,Poland,Christian,Katarzyna,Female,China,Non-religious,Chen,Male,Thailand,Budhist,Aran,Male,Pakistan,Muslim,Amina,Female
Vietnam,2,True,South Asia,Poland,Christian,Marek,Male,Pakistan,Muslim,Aisha,Female,China,Non-religious,Li,Female,Vietnam,Budhist,Minh,Male
Japan,2,True,Middle East,Japan,Shintoist,Haruto,Male,Iran,Muslim,Zara,Female,India,Hindu,Priya,Female,Poland,Christian,Tomasz,Male
Iran,4,False,Middle East,Japan,Shintoist,Haruto,Male,Nepal,Hindu,Sita,Female,Poland,Christian,Jacek,Male,Iran,Muslim,Leila,Female
Japan,3,True,Central Europe,Japan,Shintoist,Haruki,Male,Thailand,Budhist,Anong,Female,Poland,Christian,Piotr,Male,Iran,Muslim,Leila,Female
Japan,4,True,Central Europe,Japan,Shintoist,Haruto,Male,Iran,Muslim,Layla,Female,Vietnam,Budhist,Minh,Male,Poland,Christian,Ania,Female
India,3,False,South Asia,Poland,Christian,Anya,Female,Iraq,Muslim,Karim,Male,India,Hindu,Raghav,Male,Japan,Shintoist,Yuki,Female
Poland,4,True,East Asia,Nepal,Hindu,Arjun,Male,Poland,Christian,Magdalena,Female,Iraq,Muslim,Hassan,Male,Japan,Shintoist,Yuki,Female
Thailand,4,True,Central Europe,Iraq,Muslim,Zafar,Male,Thailand,Budhist,Niran,Female,Japan,Shintoist,Hiroshi,Male,Poland,Christian,Agnieszka,Female
Japan,4,False,East Asia,Iraq,Muslim,Amir,Male,Vietnam,Budhist,Mai,Female,Poland,Christian,Anya,Female,Japan,Shintoist,Kaito,Male
Turkey,4,False,Middle East,Poland,Christian,Anya,Female,India,Hindu,Rohan,Male,Japan,Shintoist,Akira,Male,Turkey,Muslim,Leyla,Female
Poland,4,False,Central Europe,Japan,Shintoist,Yuki,Female,Turkey,Muslim,Emre,Male,Nepal,Hindu,Anaya,Female,Poland,Christian,Piotr,Male
Thailand,3,True,Central Europe,Japan,Shintoist,Hiroshi,Male,Thailand,Budhist,Ananda,Female,Poland,Christian,Kasia,Female,Turkey,Muslim,Mehmet,Male
Poland,3,False,Central Europe,Turkey,Muslim,Ali,Male,Vietnam,Budhist,Linh,Female,Poland,Christian,Marek,Male,Japan,Shintoist,Akiko,Female
Algeria,4,True,East Asia,Algeria,Muslim,Aisha,Female,Poland,Christian,Piotr,Male,India,Hindu,Raj,Male,Japan,Shintoist,Yuki,Female
Nepal,2,True,East Asia,Poland,Christian,Anya,Female,Japan,Shintoist,Hiroshi,Male,Nepal,Hindu,Ramesh,Male,Algeria,Muslim,Layla,Female
Thailand,2,True,North Africa,Thailand,Budhist,Niran,Male,Algeria,Muslim,Leila,Female,Poland,Christian,Marek,Male,Japan,Shintoist,Akiko,Female
Algeria,2,True,Central Europe,Algeria,Muslim,Amir,Male,Poland,Christian,Klaudia,Female,Japan,Shintoist,Kaito,Male,Vietnam,Budhist,Linh,Female
Egypt,2,True,East Asia,Egypt,Muslim,Amina,Female,Japan,Shintoist,Kenji,Male,India,Hindu,Priya,Female,Poland,Christian,Marek,Male
Japan,2,False,East Asia,Poland,Christian,Marek,Male,Japan,Shintoist,Yuko,Female,Nepal,Hindu,Sita,Female,Egypt,Muslim,Omar,Male
Egypt,4,False,North Africa,Japan,Shintoist,Akira,Male,Poland,Christian,Anya,Female,Thailand,Budhist,Niran,Male,Egypt,Muslim,Fatima,Female
Vietnam,2,True,Central Europe,Japan,Shintoist,Arata,Male,Poland,Christian,Magda,Female,Vietnam,Budhist,Minh,Male,Egypt,Muslim,Amir,Male
Sudan,4,False,North Africa,Japan,Shintoist,Yuki,Female,Poland,Christian,Adam,Male,India,Hindu,Priya,Female,Sudan,Muslim,Amir,Male
Japan,4,False,East Asia,Poland,Christian,Marek,Male,Sudan,Muslim,Amina,Female,Nepal,Hindu,Sita,Female,Japan,Shintoist,Daichi,Male
Poland,4,True,East Asia,Thailand,Budhist,Ananda,Male,Sudan,Muslim,Amina,Female,Poland,Christian,Jacek,Male,Japan,Shintoist,Yuki,Female
Sudan,1,True,East Asia,Japan,Shintoist,Satoshi,Male,Vietnam,Budhist,Lan,Female,Sudan,Muslim,Amina,Female,Poland,Christian,Piotr,Male
Poland,4,True,South Asia,Thailand,Budhist,Niran,Male,Poland,Christian,Magdalena,Female,Japan,Shintoist,Haruki,Male,Bangladesh,Muslim,Amina,Female
Poland,4,False,Central Europe,Bangladesh,Muslim,Aamir,Male,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Takumi,Male,Poland,Christian,Marta,Female
Thailand,4,True,East Asia,Poland,Christian,Marek,Male,Thailand,Budhist,Anong,Female,India,Hindu,Raj,Male,Japan,Shintoist,Haruka,Female
Japan,4,True,South Asia,Poland,Christian,Marek,Male,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Haruto,Male,India,Hindu,Priya,Female
Thailand,4,True,Central Europe,Thailand,Budhist,Aran,Male,Japan,Shintoist,Emi,Female,Nepal,Hindu,Sita,Female,Poland,Christian,Marek,Male
Nepal,1,True,Central Europe,Poland,Christian,Marek,Male,Nepal,Hindu,Anju,Female,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Kenji,Male
Japan,4,False,East Asia,Thailand,Budhist,Ananda,Male,Poland,Christian,Katarzyna,Female,Pakistan,Muslim,Amir,Male,Japan,Shintoist,Aiko,Female
Poland,4,True,Southeast Asia,Japan,Shintoist,Haruki,Male,Pakistan,Muslim,Ayesha,Female,Poland,Christian,Piotr,Male,Vietnam,Budhist,Linh,Female
Poland,4,False,Central Europe,Iran,Muslim,Amir,Male,Thailand,Budhist,Niran,Female,India,Hindu,Priya,Female,Poland,Christian,Jan,Male
Vietnam,2,False,Southeast Asia,India,Hindu,Raj,Male,Vietnam,Budhist,Linh,Female,Iran,Muslim,Amir,Male,Poland,Christian,Marta,Female
Poland,4,False,Central Europe,Nepal,Hindu,Rajan,Male,Iran,Muslim,Layla,Female,Thailand,Budhist,Anong,Female,Poland,Christian,Marek,Male
Vietnam,3,False,Southeast Asia,Poland,Christian,Lukasz,Male,Iran,Muslim,Aisha,Female,Vietnam,Budhist,Bao,Male,Nepal,Hindu,Priya,Female
India,4,False,South Asia,Poland,Christian,Marcin,Male,Iraq,Muslim,Layla,Female,Thailand,Budhist,Ananda,Female,India,Hindu,Vikram,Male
Poland,4,False,Central Europe,Iraq,Muslim,Tariq,Male,Vietnam,Budhist,Linh,Female,India,Hindu,Priya,Female,Poland,Christian,Marek,Male
Poland,4,True,Middle East,Poland,Christian,Piotr,Male,Thailand,Budhist,Kanya,Female,Nepal,Hindu,Sita,Female,Iraq,Muslim,Amir,Male
Poland,4,True,Middle East,Poland,Christian,Piotr,Male,Nepal,Hindu,Sita,Female,Vietnam,Budhist,An,Female,Iraq,Muslim,Zaid,Male
Poland,4,False,Central Europe,Thailand,Budhist,Anong,Female,India,Hindu,Raj,Male,Turkey,Muslim,Leyla,Female,Poland,Christian,Piotr,Male
Poland,2,True,Middle East,India,Hindu,Arjun,Male,Turkey,Muslim,Leyla,Female,Vietnam,Budhist,Minh,Male,Poland,Christian,Ania,Female
Thailand,2,False,Southeast Asia,Poland,Christian,Ania,Female,Thailand,Budhist,Suri,Male,Turkey,Muslim,Kemal,Male,Nepal,Hindu,Mira,Female
Vietnam,3,True,Middle East,Nepal,Hindu,Arjun,Male,Vietnam,Budhist,Mai,Female,Turkey,Muslim,Emre,Male,Poland,Christian,Zofia,Female
Algeria,3,True,Southeast Asia,Algeria,Muslim,Zaynab,Female,India,Hindu,Arjun,Male,Thailand,Budhist,Suriya,Male,Poland,Christian,Anka,Female
Vietnam,1,True,Central Europe,Poland,Christian,Tomasz,Male,Algeria,Muslim,Amina,Female,Vietnam,Budhist,Linh,Female,India,Hindu,Rajesh,Male
Thailand,3,False,Southeast Asia,Algeria,Muslim,Amir,Male,Poland,Christian,Agnieszka,Female,Thailand,Budhist,Suriya,Male,Nepal,Hindu,Priya,Female
Algeria,3,True,Central Europe,Algeria,Muslim,Amir,Male,Vietnam,Budhist,Mai,Female,Poland,Christian,Ania,Female,Nepal,Hindu,Rajan,Male
Thailand,4,True,North Africa,Thailand,Budhist,Somchai,Male,India,Hindu,Anjali,Female,Poland,Christian,Marek,Male,Egypt,Muslim,Amina,Female
Poland,4,False,Central Europe,Egypt,Muslim,Omar,Male,Vietnam,Budhist,Linh,Female,India,Hindu,Priya,Female,Poland,Christian,Marek,Male
Thailand,4,True,Central Europe,Nepal,Hindu,Suraj,Male,Egypt,Muslim,Amina,Female,Thailand,Budhist,Preecha,Male,Poland,Christian,Marta,Female
Poland,2,True,Southeast Asia,Poland,Christian,Wojtek,Male,Vietnam,Budhist,Linh,Female,Nepal,Hindu,Arjun,Male,Egypt,Muslim,Amina,Female
Thailand,4,True,North Africa,Poland,Christian,Marek,Male,India,Hindu,Ananya,Female,Thailand,Budhist,Chai,Male,Sudan,Muslim,Amina,Female
India,4,False,South Asia,Sudan,Muslim,Amina,Female,Vietnam,Budhist,Hai,Male,Poland,Christian,Marek,Male,India,Hindu,Priya,Female
Nepal,3,True,Central Europe,Nepal,Hindu,Ramesh,Male,Sudan,Muslim,Amina,Female,Poland,Christian,Marek,Male,Thailand,Budhist,Suriya,Female
Nepal,3,True,North Africa,Nepal,Hindu,Sita,Female,Vietnam,Budhist,Minh,Male,Sudan,Muslim,Tariq,Male,Poland,Christian,Ania,Female
India,4,True,East Asia,Ethiopia,Christian,Amare,Male,India,Hindu,Priya,Female,Iran,Muslim,Reza,Male,China,Non-religious,Lian,Female
Ethiopia,1,False,East Africa,Ethiopia,Christian,Amanuel,Male,China,Non-religious,Liang,Female,Iran,Muslim,Reza,Male,Nepal,Hindu,Mira,Female
Ethiopia,4,False,East Africa,Thailand,Budhist,Arisa,Female,China,Non-religious,Wei,Male,Iran,Muslim,Darya,Female,Ethiopia,Christian,Teshome,Male
Ethiopia,4,True,Middle East,Vietnam,Budhist,Linh,Female,Ethiopia,Christian,Tesfaye,Male,China,Non-religious,Wei,Male,Iran,Muslim,Zara,Female
India,1,True,East Africa,Ethiopia,Christian,Adina,Female,Iraq,Muslim,Faisal,Male,India,Hindu,Priya,Female,China,Non-religious,Lei,Male
Nepal,3,True,East Asia,Nepal,Hindu,Anjali,Female,Iraq,Muslim,Khalid,Male,China,Non-religious,Li,Female,Ethiopia,Christian,Samuel,Male
Iraq,3,False,Middle East,China,Non-religious,Liang,Female,Ethiopia,Christian,Kofi,Male,Iraq,Muslim,Zainab,Female,Thailand,Budhist,Arun,Male
Iraq,3,True,East Asia,Iraq,Muslim,Hassan,Male,Vietnam,Budhist,Thuy,Female,China,Non-religious,Wei,Male,Ethiopia,Christian,Amina,Female
China,3,False,East Asia,Turkey,Muslim,Murat,Male,Ethiopia,Christian,Amina,Female,China,Non-religious,Wei,Female,India,Hindu,Rohan,Male
Turkey,3,True,East Asia,Nepal,Hindu,Suman,Female,Turkey,Muslim,Emre,Male,China,Non-religious,Li,Male,Ethiopia,Christian,Abeba,Female
Thailand,4,False,Southeast Asia,Ethiopia,Christian,Tesfa,Male,China,Non-religious,Wei,Female,Turkey,Muslim,Emre,Male,Thailand,Budhist,Pailin,Female
China,3,False,East Asia,Ethiopia,Christian,Amara,Female,Vietnam,Budhist,Minh,Male,China,Non-religious,Wei,Female,Turkey,Muslim,Deniz,Male
India,4,False,South Asia,China,Non-religious,Wei,Female,Algeria,Muslim,Amir,Male,Ethiopia,Christian,Hanna,Female,India,Hindu,Ravi,Male
Nepal,3,False,South Asia,Ethiopia,Christian,Tesfaye,Male,China,Non-religious,Ming,Male,Nepal,Hindu,Sita,Female,Algeria,Muslim,Amina,Female
China,4,True,Southeast Asia,China,Non-religious,Li,Male,Algeria,Muslim,Amina,Female,Ethiopia,Christian,Dawit,Male,Thailand,Budhist,Maliwan,Female
Algeria,3,True,East Asia,Vietnam,Budhist,Linh,Female,Ethiopia,Christian,Dawit,Male,China,Non-religious,Mei,Female,Algeria,Muslim,Rachid,Male
China,2,True,South Asia,Ethiopia,Christian,Amara,Female,India,Hindu,Raj,Male,China,Non-religious,Li,Male,Egypt,Muslim,Amina,Female
Nepal,4,False,South Asia,China,Non-religious,Li,Female,Egypt,Muslim,Ahmed,Male,Ethiopia,Christian,Meklit,Female,Nepal,Hindu,Suman,Male
Thailand,4,True,East Asia,Thailand,Budhist,Arunee,Female,Ethiopia,Christian,Yonas,Male,Egypt,Muslim,Amina,Female,China,Non-religious,Wei,Male
Egypt,4,True,East Asia,Egypt,Muslim,Amira,Female,Vietnam,Budhist,Minh,Male,Ethiopia,Christian,Amanuel,Male,China,Non-religious,Lian,Female
India,4,True,East Asia,Sudan,Muslim,Idris,Male,India,Hindu,Kavya,Female,Ethiopia,Christian,Abel,Male,China,Non-religious,Lian,Female
China,3,False,East Asia,Sudan,Muslim,Amir,Male,Nepal,Hindu,Sita,Female,China,Non-religious,Wei,Male,Ethiopia,Christian,Ayele,Female
Sudan,2,True,East Asia,Thailand,Budhist,Niran,Male,China,Non-religious,Ming,Female,Sudan,Muslim,Ahmed,Male,Ethiopia,Christian,Alem,Female
Sudan,1,True,Southeast Asia,Vietnam,Budhist,Linh,Female,Ethiopia,Christian,Kofi,Male,China,Non-religious,Ming,Male,Sudan,Muslim,Fatima,Female
Bangladesh,2,True,Southeast Asia,China,Non-religious,Chen,Male,Thailand,Budhist,Ananda,Female,Bangladesh,Muslim,Rahim,Male,Ethiopia,Christian,Aisha,Female
Ethiopia,2,False,East Africa,Bangladesh,Muslim,Amina,Female,Ethiopia,Christian,Yohannes,Male,China,Non-religious,Wei,Female,Vietnam,Budhist,Minh,Male
China,2,False,East Asia,Ethiopia,Christian,Solomon,Male,China,Non-religious,Li,Female,India,Hindu,Asha,Female,Thailand,Budhist,Somchai,Male
China,4,False,East Asia,Ethiopia,Christian,Hana,Female,Vietnam,Budhist,Minh,Male,India,Hindu,Raj,Male,China,Non-religious,Li,Female
Nepal,4,True,Southeast Asia,Nepal,Hindu,Ramesh,Male,China,Non-religious,Mei,Female,Ethiopia,Christian,Amara,Female,Thailand,Budhist,Suriya,Male
Vietnam,1,True,East Asia,China,Non-religious,Wei,Male,Vietnam,Budhist,Linh,Female,Ethiopia,Christian,Abel,Male,Nepal,Hindu,Sita,Female
Thailand,3,True,East Asia,Thailand,Budhist,Somchai,Male,Pakistan,Muslim,Amina,Female,China,Non-religious,Wei,Male,Ethiopia,Christian,Hana,Female
Vietnam,2,True,East Asia,Vietnam,Budhist,Hoa,Female,China,Non-religious,Wei,Male,Ethiopia,Christian,Ayalew,Male,Pakistan,Muslim,Fatima,Female
Japan,2,True,East Africa,Japan,Shintoist,Satoshi,Male,Ethiopia,Christian,Amina,Female,Iran,Muslim,Reza,Male,India,Hindu,Priya,Female
Nepal,4,True,Middle East,Nepal,Hindu,Asha,Female,Japan,Shintoist,Kenji,Male,Ethiopia,Christian,Miriam,Female,Iran,Muslim,Reza,Male
Japan,1,False,East Asia,Japan,Shintoist,Hana,Female,Thailand,Budhist,Arun,Male,Ethiopia,Christian,Aster,Female,Iran,Muslim,Karim,Male
Japan,4,False,East Asia,Iran,Muslim,Amir,Male,Vietnam,Budhist,Linh,Female,Ethiopia,Christian,Tesfaye,Male,Japan,Shintoist,Hana,Female
Iraq,4,True,South Asia,Iraq,Muslim,Layla,Female,Ethiopia,Christian,Yared,Male,Japan,Shintoist,Akio,Male,India,Hindu,Priya,Female
Iraq,1,True,South Asia,Nepal,Hindu,Anjali,Female,Ethiopia,Christian,Dawit,Male,Iraq,Muslim,Hassan,Male,Japan,Shintoist,Aiko,Female
Iraq,2,False,Middle East,Thailand,Budhist,Suriya,Female,Iraq,Muslim,Ali,Male,Ethiopia,Christian,Hana,Female,Japan,Shintoist,Kenji,Male
Japan,3,False,East Asia,Ethiopia,Christian,Abebe,Male,Iraq,Muslim,Layla,Female,Japan,Shintoist,Haruto,Male,Vietnam,Budhist,Linh,Female
Turkey,2,True,East Africa,Japan,Shintoist,Yuki,Female,Ethiopia,Christian,Dawit,Male,India,Hindu,Priya,Female,Turkey,Muslim,Murat,Male
Japan,2,False,East Asia,Ethiopia,Christian,Amina,Female,Japan,Shintoist,Hiroshi,Male,Turkey,Muslim,Selim,Male,Nepal,Hindu,Priya,Female
Thailand,2,True,East Africa,Japan,Shintoist,Haruto,Male,Ethiopia,Christian,Ayele,Female,Thailand,Budhist,Niran,Male,Turkey,Muslim,Leyla,Female
Turkey,3,False,Middle East,Japan,Shintoist,Yuki,Female,Vietnam,Budhist,Minh,Male,Turkey,Muslim,Yasemin,Female,Ethiopia,Christian,Daniel,Male
Algeria,4,False,North Africa,Ethiopia,Christian,Elias,Male,Japan,Shintoist,Aiko,Female,India,Hindu,Arjun,Male,Algeria,Muslim,Layla,Female
Ethiopia,2,True,South Asia,Japan,Shintoist,Aiko,Female,Nepal,Hindu,Suman,Male,Algeria,Muslim,Amir,Male,Ethiopia,Christian,Hana,Female
Ethiopia,3,True,East Asia,Algeria,Muslim,Amir,Male,Ethiopia,Christian,Aster,Female,Japan,Shintoist,Haruto,Male,Thailand,Budhist,Suda,Female
Ethiopia,2,False,East Africa,Vietnam,Budhist,Minh,Male,Ethiopia,Christian,Aster,Female,Algeria,Muslim,Salah,Male,Japan,Shintoist,Hana,Female
Ethiopia,1,True,South Asia,India,Hindu,Priya,Female,Japan,Shintoist,Kenji,Male,Egypt,Muslim,Amina,Female,Ethiopia,Christian,Samuel,Male
Egypt,4,False,North Africa,Ethiopia,Christian,Ayana,Female,Nepal,Hindu,Ramesh,Male,Japan,Shintoist,Haruto,Male,Egypt,Muslim,Layla,Female
Egypt,2,True,East Asia,Egypt,Muslim,Karim,Male,Japan,Shintoist,Yuki,Female,Ethiopia,Christian,Hana,Female,Thailand,Budhist,Niran,Male
Japan,4,False,East Asia,Egypt,Muslim,Amir,Male,Vietnam,Budhist,Linh,Female,Ethiopia,Christian,Bekele,Male,Japan,Shintoist,Kaori,Female
Sudan,2,True,South Asia,Ethiopia,Christian,Amara,Female,India,Hindu,Raj,Male,Sudan,Muslim,Khalid,Male,Japan,Shintoist,Yuki,Female
Ethiopia,2,True,North Africa,Ethiopia,Christian,Bekele,Male,Sudan,Muslim,Zahra,Female,Japan,Shintoist,Hiroshi,Male,Nepal,Hindu,Anaya,Female
Thailand,1,False,Southeast Asia,Thailand,Budhist,Suriya,Female,Ethiopia,Christian,Amanuel,Male,Sudan,Muslim,Fatima,Female,Japan,Shintoist,Haruto,Male
Sudan,4,False,North Africa,Ethiopia,Christian,Amina,Female,Japan,Shintoist,Takashi,Male,Vietnam,Budhist,Linh,Female,Sudan,Muslim,Omar,Male
Bangladesh,2,True,East Asia,Thailand,Budhist,Kanya,Female,Japan,Shintoist,Takeshi,Male,Ethiopia,Christian,Alem,Female,Bangladesh,Muslim,Rafiq,Male
Vietnam,3,False,Southeast Asia,Bangladesh,Muslim,Rahim,Male,Japan,Shintoist,Suki,Female,Vietnam,Budhist,Minh,Male,Ethiopia,Christian,Amanuel,Male
Thailand,2,False,Southeast Asia,India,Hindu,Arjun,Male,Thailand,Budhist,Suriya,Female,Japan,Shintoist,Akira,Male,Ethiopia,Christian,Miriam,Female
Japan,2,False,East Asia,Vietnam,Budhist,Minh,Female,Japan,Shintoist,Haruto,Male,Ethiopia,Christian,Amina,Female,India,Hindu,Ravi,Male
Nepal,3,False,South Asia,Japan,Shintoist,Akira,Male,Ethiopia,Christian,Selam,Female,Nepal,Hindu,Arjun,Male,Thailand,Budhist,Niran,Female
Japan,4,True,East Africa,Japan,Shintoist,Haruki,Male,Nepal,Hindu,Sita,Female,Vietnam,Budhist,Lien,Female,Ethiopia,Christian,Dawit,Male
Thailand,3,True,East Asia,Thailand,Budhist,Suriya,Male,Ethiopia,Christian,Amara,Female,Japan,Shintoist,Haruto,Male,Pakistan,Muslim,Amina,Female
Pakistan,4,False,South Asia,Japan,Shintoist,Akira,Male,Ethiopia,Christian,Amina,Female,Vietnam,Budhist,Thien,Female,Pakistan,Muslim,Amir,Male
Iran,2,True,South Asia,Iran,Muslim,Amir,Male,India,Hindu,Priya,Female,Ethiopia,Christian,Yohannes,Male,Thailand,Budhist,Nok,Female
India,4,False,South Asia,Vietnam,Budhist,Minh,Male,Ethiopia,Christian,Amina,Female,Iran,Muslim,Arash,Male,India,Hindu,Priya,Female
Thailand,3,False,Southeast Asia,Nepal,Hindu,Arjun,Male,Iran,Muslim,Yasmin,Female,Thailand,Budhist,Kanya,Female,Ethiopia,Christian,Dawit,Male
Nepal,4,False,South Asia,Ethiopia,Christian,Amanuel,Male,Iran,Muslim,Leyla,Female,Vietnam,Budhist,Thanh,Female,Nepal,Hindu,Suresh,Male
Ethiopia,2,True,South Asia,Ethiopia,Christian,Amanuel,Male,India,Hindu,Priya,Female,Iraq,Muslim,Tariq,Male,Thailand,Budhist,Suda,Female
Ethiopia,2,False,East Africa,Vietnam,Budhist,Minh,Female,Ethiopia,Christian,Dawit,Male,India,Hindu,Priya,Female,Iraq,Muslim,Samir,Male
Nepal,4,False,South Asia,Ethiopia,Christian,Amara,Female,Iraq,Muslim,Hussein,Male,Thailand,Budhist,Suriya,Female,Nepal,Hindu,Ramesh,Male
Iraq,4,False,Middle East,Ethiopia,Christian,Meles,Male,Nepal,Hindu,Sita,Female,Vietnam,Budhist,Linh,Female,Iraq,Muslim,Tariq,Male
Turkey,4,True,South Asia,Ethiopia,Christian,Dawit,Male,Thailand,Budhist,Suthida,Female,Turkey,Muslim,Emre,Male,India,Hindu,Anjali,Female
