location,criminal,criminal_is_migrant,criminal_region,origin1,religion1,name1,gender1,origin2,religion2,name2,gender2,origin3,religion3,name3,gender3,origin4,religion4,name4,gender4
Uzbekistan,3,True,South Asia,Czechia,Christian,Jakub,Male,Thailand,Budhist,Sura,Female,India,Hindu,Rohan,Male,Uzbekistan,Muslim,Azim,Male
Vietnam,2,False,Southeast Asia,Czechia,Christian,Jakub,Male,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Aziz,Male,India,Hindu,Priya,Female
Thailand,4,True,Central Europe,Nepal,Hindu,Rajesh,Male,Uzbekistan,Muslim,Aziz,Male,Thailand,Budhist,Somchai,Male,Czechia,Christian,Petra,Female
Uzbekistan,3,True,Southeast Asia,Nepal,Hindu,Arun,Male,Czechia,Christian,Jana,Female,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Aziz,Male
India,3,True,East Asia,India,Hindu,Rajesh,Male,Uzbekistan,Muslim,Akbar,Male,China,Non-religious,Lin,Female,Poland,Christian,Magdalena,Female
China,3,False,East Asia,Nepal,Hindu,Roshan,Male,Uzbekistan,Muslim,Aziz,Male,China,Non-religious,Li,Female,Poland,Christian,Janusz,Male
China,3,False,East Asia,Thailand,Budhist,Sombat,Male,Poland,Christian,Katarzyna,Female,China,Non-religious,Wei,Male,Uzbekistan,Muslim,Aziz,Male
Uzbekistan,3,False,Central Asia,Poland,Christian,Marek,Male,China,Non-religious,Li,Female,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Trang,Female
India,2,True,East Asia,Poland,Christian,Pawel,Male,Japan,Shintoist,Hiro,Male,Uzbekistan,Muslim,Aziz,Male,India,Hindu,Priya,Female
Japan,3,False,East Asia,Poland,Christian,Marek,Male,Nepal,Hindu,Asha,Female,Japan,Shintoist,Hiroshi,Male,Uzbekistan,Muslim,Aziz,Male
Uzbekistan,4,True,Central Europe,Uzbekistan,Muslim,Aziz,Male,Thailand,Budhist,Suri,Female,Japan,Shintoist,Keiko,Female,Poland,Christian,Wojtek,Male
Vietnam,2,False,Southeast Asia,Japan,Shintoist,Hideo,Male,Vietnam,Budhist,Mai,Female,Uzbekistan,Muslim,Azam,Male,Poland,Christian,Piotr,Male
Poland,3,True,South Asia,Thailand,Budhist,Sanya,Female,Uzbekistan,Muslim,Aziz,Male,India,Hindu,Priya,Female,Poland,Christian,Jakub,Male
Vietnam,3,True,Central Europe,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Linh,Female,Poland,Christian,Wojtek,Male,India,Hindu,Rahul,Male
Thailand,3,False,Southeast Asia,Nepal,Hindu,Rajesh,Male,Uzbekistan,Muslim,Aziz,Male,Thailand,Budhist,Somchai,Male,Poland,Christian,Magda,Female
Uzbekistan,4,True,Southeast Asia,Poland,Christian,Jakub,Male,Uzbekistan,Muslim,Aziz,Male,Nepal,Hindu,Priya,Female,Vietnam,Budhist,Linh,Female
China,4,False,East Asia,Uzbekistan,Muslim,Akmal,Male,Ethiopia,Christian,Desta,Female,India,Hindu,Priya,Female,China,Non-religious,Wei,Male
Uzbekistan,3,True,East Asia,Nepal,Hindu,Ravi,Male,Uzbekistan,Muslim,Aziz,Male,China,Non-religious,Mei,Female,Ethiopia,Christian,Selam,Female
China,4,False,East Asia,Ethiopia,Christian,Desta,Female,Uzbekistan,Muslim,Aziz,Male,Thailand,Budhist,Somchai,Male,China,Non-religious,Mei,Female
China,2,True,Central Asia,Vietnam,Budhist,Minh,Female,Uzbekistan,Muslim,Aziz,Male,China,Non-religious,Wei,Male,Ethiopia,Christian,Desta,Female
Ethiopia,3,True,South Asia,Japan,Shintoist,Kenji,Male,Uzbekistan,Muslim,Aziz,Male,India,Hindu,Priya,Female,Ethiopia,Christian,Dawit,Male
Japan,2,True,South Asia,Uzbekistan,Muslim,Adil,Male,Nepal,Hindu,Priya,Female,Japan,Shintoist,Keiko,Female,Ethiopia,Christian,Desta,Male
Uzbekistan,3,True,East Asia,Thailand,Budhist,Somporn,Female,Ethiopia,Christian,Desta,Male,Japan,Shintoist,Keiko,Female,Uzbekistan,Muslim,Aziz,Male
Ethiopia,2,True,East Asia,Ethiopia,Christian,Abeba,Female,Japan,Shintoist,Keiko,Female,Vietnam,Budhist,Linh,Male,Uzbekistan,Muslim,Aziz,Male
Ethiopia,3,False,East Africa,India,Hindu,Rajesh,Male,Uzbekistan,Muslim,Aziz,Male,Ethiopia,Christian,Desta,Female,Thailand,Budhist,Somchai,Male
India,4,True,Central Asia,Vietnam,Budhist,Minh,Male,Ethiopia,Christian,Desta,Female,India,Hindu,Rahul,Male,Uzbekistan,Muslim,Aziz,Male
Uzbekistan,3,True,South Asia,Ethiopia,Christian,Desta,Female,Uzbekistan,Muslim,Aziz,Male,Nepal,Hindu,Ravi,Male,Thailand,Budhist,Suri,Female
Vietnam,3,True,Central Asia,Ethiopia,Christian,Dawit,Male,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Asad,Male,Nepal,Hindu,Karma,Female
Uzbekistan,3,True,Eastern Europe,India,Hindu,Arjun,Male,China,Non-religious,Wei,Female,Romania,Christian,Elena,Female,Uzbekistan,Muslim,Aziz,Male
Nepal,3,True,Eastern Europe,Nepal,Hindu,Arun,Male,Uzbekistan,Muslim,Zara,Female,Romania,Christian,Elena,Female,China,Non-religious,Li,Male
Romania,3,False,Eastern Europe,Uzbekistan,Muslim,Azim,Male,China,Non-religious,Li,Female,Romania,Christian,Elena,Female,Thailand,Budhist,Suri,Male
China,3,True,Eastern Europe,China,Non-religious,Li,Male,Uzbekistan,Muslim,Akmal,Female,Romania,Christian,Elena,Female,Vietnam,Budhist,Minh,Male
India,3,True,Central Asia,China,Non-religious,Mei,Female,India,Hindu,Rahul,Male,Uzbekistan,Muslim,Aziz,Male,Russian Federation,Christian,Nikolai,Male
China,4,False,East Asia,Uzbekistan,Muslim,Aziz,Male,Nepal,Hindu,Priya,Female,Russian Federation,Christian,Dmitri,Male,China,Non-religious,Li,Female
Uzbekistan,4,True,East Asia,Uzbekistan,Muslim,Aziz,Male,Russian Federation,Christian,Natasha,Female,Thailand,Budhist,Sombat,Male,China,Non-religious,Wei,Female
Uzbekistan,2,True,East Asia,Russian Federation,Christian,Alexei,Male,China,Non-religious,Wei,Female,Vietnam,Budhist,Minh,Male,Uzbekistan,Muslim,Rashid,Male
Uzbekistan,4,True,South Asia,Ukraine,Christian,Oleg,Male,Uzbekistan,Muslim,Rashid,Male,China,Non-religious,Li,Female,India,Hindu,Priya,Female
Ukraine,2,False,Eastern Europe,Nepal,Hindu,Arjun,Male,Ukraine,Christian,Olena,Female,Uzbekistan,Muslim,Kamil,Male,China,Non-religious,Wei,Female
Uzbekistan,4,True,East Asia,Uzbekistan,Muslim,Aziz,Male,Thailand,Budhist,Suri,Female,Ukraine,Christian,Olena,Female,China,Non-religious,Wei,Male
Vietnam,3,True,East Asia,Uzbekistan,Muslim,Azim,Male,Ukraine,Christian,Natalia,Female,China,Non-religious,Wei,Female,Vietnam,Budhist,Minh,Male
Uzbekistan,3,True,South Asia,Uzbekistan,Muslim,Rashid,Male,Mexico,Christian,Maria,Female,India,Hindu,Vikram,Male,China,Non-religious,Li,Female
China,2,False,East Asia,Nepal,Hindu,Raj,Male,China,Non-religious,Li,Female,Uzbekistan,Muslim,Akmal,Male,Mexico,Christian,Carlos,Male
Uzbekistan,2,True,East Asia,Thailand,Budhist,Sombat,Male,China,Non-religious,Mei,Female,Uzbekistan,Muslim,Aziz,Male,Mexico,Christian,Carlos,Male
Vietnam,4,True,East Asia,Mexico,Christian,Elena,Female,Uzbekistan,Muslim,Rashid,Male,Vietnam,Budhist,Minh,Male,China,Non-religious,Wei,Female
China,3,True,Central Asia,China,Non-religious,Wei,Female,India,Hindu,Raj,Male,Uzbekistan,Muslim,Aziz,Male,Canada,Christian,Emily,Female
Nepal,4,True,East Asia,Uzbekistan,Muslim,Aziz,Male,Nepal,Hindu,Rajesh,Male,Canada,Christian,Emma,Female,China,Non-religious,Li,Female
Uzbekistan,2,True,East Asia,Uzbekistan,Muslim,Aziz,Male,China,Non-religious,Wei,Female,Canada,Christian,Emma,Female,Thailand,Budhist,Sak,Male
Uzbekistan,4,True,East Asia,Canada,Christian,Jacob,Male,Vietnam,Budhist,Mai,Female,Uzbekistan,Muslim,Aziz,Male,China,Non-religious,Li,Female
Uzbekistan,3,True,East Asia,United States of America,Christian,Bradley,Male,India,Hindu,Priya,Female,China,Non-religious,Wei,Male,Uzbekistan,Muslim,Azamat,Male
China,3,True,South Asia,United States of America,Christian,Emma,Female,China,Non-religious,Li,Male,Nepal,Hindu,Raj,Male,Uzbekistan,Muslim,Aziz,Male
Thailand,2,True,East Asia,Thailand,Budhist,Somchai,Male,China,Non-religious,Mei,Female,Uzbekistan,Muslim,Aziz,Male,United States of America,Christian,Emily,Female
Uzbekistan,2,True,East Asia,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Uzbekistan,Muslim,Aziz,Male,United States of America,Christian,Emily,Female
China,2,False,East Asia,Uzbekistan,Muslim,Aziz,Male,China,Non-religious,Li,Female,Sweden,Christian,Erik,Male,India,Hindu,Rajesh,Male
Sweden,2,True,East Asia,Nepal,Hindu,Rajesh,Male,China,Non-religious,Wei,Female,Uzbekistan,Muslim,Azim,Male,Sweden,Christian,Erik,Male
Sweden,2,True,East Asia,Thailand,Budhist,Somchai,Male,China,Non-religious,Wei,Female,Sweden,Christian,Gustav,Male,Uzbekistan,Muslim,Rashid,Male
Sweden,2,False,Northern Europe,Uzbekistan,Muslim,Aziz,Male,Sweden,Christian,Sven,Male,China,Non-religious,Mei,Female,Vietnam,Budhist,Linh,Female
Uzbekistan,4,False,Central Asia,China,Non-religious,Mei,Female,United Kingdom,Christian,Edward,Male,India,Hindu,Rahul,Male,Uzbekistan,Muslim,Azim,Male
Uzbekistan,4,True,East Asia,Uzbekistan,Muslim,Azim,Male,United Kingdom,Christian,Elizabeth,Female,Nepal,Hindu,Rajesh,Male,China,Non-religious,Wei,Female
Thailand,4,True,East Asia,Uzbekistan,Muslim,Aziz,Male,United Kingdom,Christian,Emily,Female,Thailand,Budhist,Somchai,Male,China,Non-religious,Wei,Female
Uzbekistan,4,True,East Asia,Vietnam,Budhist,Linh,Female,United Kingdom,Christian,Edward,Male,Uzbekistan,Muslim,Aziz,Male,China,Non-religious,Wei,Female
China,1,False,East Asia,China,Non-religious,Wei,Male,Australia,Christian,Emma,Female,Uzbekistan,Muslim,Aziz,Male,India,Hindu,Priya,Female
China,3,False,East Asia,Australia,Christian,Blake,Male,Nepal,Hindu,Karma,Female,China,Non-religious,Wei,Male,Uzbekistan,Muslim,Aziz,Male
Thailand,2,True,East Asia,Thailand,Budhist,Somporn,Male,China,Non-religious,Mei,Female,Australia,Christian,Blake,Male,Uzbekistan,Muslim,Aziz,Male
Uzbekistan,3,True,East Asia,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Mai,Female,China,Non-religious,Wei,Male,Australia,Christian,Emma,Female
Papua New Guinea,2,True,East Asia,Uzbekistan,Muslim,Azim,Male,China,Non-religious,Mei,Female,India,Hindu,Rajesh,Male,Papua New Guinea,Christian,Gabriel,Male
Nepal,2,True,East Asia,Nepal,Hindu,Aarav,Male,China,Non-religious,Mei,Female,Uzbekistan,Muslim,Aziz,Male,Papua New Guinea,Christian,Kila,Female
China,2,True,Central Asia,China,Non-religious,Mei,Female,Uzbekistan,Muslim,Aziz,Male,Papua New Guinea,Christian,Gabriel,Male,Thailand,Budhist,Somchai,Male
Uzbekistan,4,True,Southeast Asia,China,Non-religious,Wei,Male,Papua New Guinea,Christian,Kila,Female,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Linh,Female
China,3,True,South America,India,Hindu,Ravi,Male,Uzbekistan,Muslim,Aziz,Male,Brazil,Christian,Julia,Female,China,Non-religious,Wei,Male
Uzbekistan,3,True,East Asia,Brazil,Christian,Rafael,Male,Uzbekistan,Muslim,Aziz,Male,China,Non-religious,Mei,Female,Nepal,Hindu,Priya,Female
Thailand,3,True,East Asia,Thailand,Budhist,Somchai,Male,Uzbekistan,Muslim,Aziz,Male,China,Non-religious,Li,Female,Brazil,Christian,Rafael,Male
China,2,False,East Asia,Uzbekistan,Muslim,Aziz,Male,China,Non-religious,Mei,Female,Brazil,Christian,Carlos,Male,Vietnam,Budhist,Linh,Female
Colombia,4,True,East Asia,Colombia,Christian,Diego,Male,India,Hindu,Priya,Female,Uzbekistan,Muslim,Azim,Male,China,Non-religious,Lin,Female
Colombia,3,True,East Asia,Colombia,Christian,Pablo,Male,Uzbekistan,Muslim,Aziz,Male,China,Non-religious,Wei,Female,Nepal,Hindu,Raj,Male
Colombia,2,True,East Asia,Colombia,Christian,Diego,Male,China,Non-religious,Mei,Female,Thailand,Budhist,Suri,Female,Uzbekistan,Muslim,Azim,Male
Uzbekistan,2,True,East Asia,Colombia,Christian,Miguel,Male,China,Non-religious,Wei,Female,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Azim,Male
China,2,False,East Asia,India,Hindu,Rahul,Male,China,Non-religious,Li,Female,Georgia,Christian,Giorgi,Male,Uzbekistan,Muslim,Aziz,Male
Thailand,3,True,East Asia,Uzbekistan,Muslim,Rashid,Male,Thailand,Budhist,Somchai,Male,China,Non-religious,Li,Female,India,Hindu,Priya,Female
India,3,True,East Asia,Vietnam,Budhist,Linh,Female,India,Hindu,Arjun,Male,China,Non-religious,Wei,Male,Uzbekistan,Muslim,Rashid,Male
Philippines,3,True,East Asia,Uzbekistan,Muslim,Azim,Male,Philippines,Christian,Maria,Female,China,Non-religious,Wei,Male,India,Hindu,Rahul,Male
China,4,False,East Asia,India,Hindu,Vikram,Male,Uzbekistan,Muslim,Aziz,Male,Greece,Christian,Helena,Female,China,Non-religious,Liu,Female
China,3,False,East Asia,India,Hindu,Arjun,Male,Uzbekistan,Muslim,Zara,Female,China,Non-religious,Li,Male,South Africa,Christian,Themba,Male
India,3,True,East Asia,India,Hindu,Aditya,Male,Uzbekistan,Muslim,Rashid,Male,China,Non-religious,Mei,Female,Italy,Christian,Giovanni,Male
Uzbekistan,3,True,South Asia,Nigeria,Christian,Chidi,Male,China,Non-religious,Mei,Female,India,Hindu,Priya,Female,Uzbekistan,Muslim,Azim,Male
India,3,True,Western Europe,Uzbekistan,Muslim,Azim,Male,China,Non-religious,Mei,Female,France,Christian,Claire,Female,India,Hindu,Rahul,Male
China,2,True,Central Asia,China,Non-religious,Li,Female,Uzbekistan,Muslim,Akbar,Male,Germany,Christian,Klaus,Male,India,Hindu,Priya,Female
Georgia,4,True,East Asia,Uzbekistan,Muslim,Rashid,Male,Nepal,Hindu,Karma,Female,Georgia,Christian,Giorgi,Male,China,Non-religious,Li,Female
Nepal,3,True,Central Asia,China,Non-religious,Wei,Male,Nepal,Hindu,Rajesh,Male,Uzbekistan,Muslim,Aziz,Female,Thailand,Budhist,Somchai,Male
Vietnam,3,True,East Asia,Nepal,Hindu,Raj,Male,Vietnam,Budhist,Lan,Female,China,Non-religious,Wei,Male,Uzbekistan,Muslim,Aziz,Male
Philippines,3,True,East Asia,Nepal,Hindu,Rajan,Male,Uzbekistan,Muslim,Aziz,Male,China,Non-religious,Lin,Female,Philippines,Christian,Miguel,Male
Uzbekistan,3,True,East Asia,Uzbekistan,Muslim,Rashid,Male,Nepal,Hindu,Anil,Male,China,Non-religious,Li,Female,Greece,Christian,Eleni,Female
Uzbekistan,3,False,Central Asia,China,Non-religious,Lin,Male,South Africa,Christian,Themba,Male,Uzbekistan,Muslim,Aziz,Female,Nepal,Hindu,Raj,Male
China,2,True,Southern Europe,Uzbekistan,Muslim,Aziz,Male,Italy,Christian,Sofia,Female,Nepal,Hindu,Rajesh,Male,China,Non-religious,Li,Female
Uzbekistan,3,True,East Asia,Nepal,Hindu,Arun,Male,Uzbekistan,Muslim,Rashid,Male,China,Non-religious,Wei,Female,Nigeria,Christian,Chidi,Male
Nepal,3,True,East Asia,Uzbekistan,Muslim,Aziz,Male,Nepal,Hindu,Rajesh,Male,China,Non-religious,Li,Female,France,Christian,Claire,Female
Uzbekistan,3,True,Western Europe,Nepal,Hindu,Aarav,Male,Uzbekistan,Muslim,Aziz,Male,Germany,Christian,Greta,Female,China,Non-religious,Li,Female
Georgia,2,True,Southeast Asia,China,Non-religious,Wei,Male,Thailand,Budhist,Sombat,Female,Uzbekistan,Muslim,Rashid,Male,Georgia,Christian,Giorgi,Male
Vietnam,2,True,East Asia,Uzbekistan,Muslim,Azim,Male,China,Non-religious,Mei,Female,Georgia,Christian,Nino,Female,Vietnam,Budhist,Trang,Male
Thailand,3,True,East Asia,Thailand,Budhist,Somchai,Male,Greece,Christian,Elena,Female,China,Non-religious,Lin,Male,Uzbekistan,Muslim,Rashid,Male
South Africa,2,True,East Asia,Thailand,Budhist,Siri,Female,China,Non-religious,Wei,Male,Uzbekistan,Muslim,Aziz,Male,South Africa,Christian,Thabo,Male
Uzbekistan,4,True,East Asia,Italy,Christian,Marco,Male,Uzbekistan,Muslim,Aziz,Male,Thailand,Budhist,Suri,Female,China,Non-religious,Lin,Female
Nigeria,3,True,East Asia,Uzbekistan,Muslim,Farid,Male,Thailand,Budhist,Sanya,Female,China,Non-religious,Lin,Male,Nigeria,Christian,Chidi,Male
Thailand,4,True,East Asia,Thailand,Budhist,Somchai,Male,Uzbekistan,Muslim,Aziz,Male,France,Christian,Amelie,Female,China,Non-religious,Li,Female
China,3,False,East Asia,Thailand,Budhist,Somporn,Female,Germany,Christian,Klaus,Male,China,Non-religious,Wei,Male,Uzbekistan,Muslim,Azim,Male
China,3,True,Southeast Europe,China,Non-religious,Mei,Female,Vietnam,Budhist,Tran,Male,Greece,Christian,Nikos,Male,Uzbekistan,Muslim,Aziz,Male
Uzbekistan,4,True,East Asia,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Linh,Female,South Africa,Christian,Willem,Male,China,Non-religious,Wei,Female
Vietnam,3,True,Southern Europe,China,Non-religious,Wei,Male,Vietnam,Budhist,Linh,Female,Italy,Christian,Marco,Male,Uzbekistan,Muslim,Aziz,Male
Nigeria,1,True,East Asia,China,Non-religious,Mei,Female,Vietnam,Budhist,Tuan,Male,Uzbekistan,Muslim,Aziz,Male,Nigeria,Christian,Chidi,Male
China,4,True,Western Europe,China,Non-religious,Wei,Female,Uzbekistan,Muslim,Akram,Male,Vietnam,Budhist,Linh,Female,France,Christian,Pierre,Male
Germany,4,True,East Asia,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Azim,Male,Germany,Christian,Klaus,Male,China,Non-religious,Wei,Female
India,2,False,South Asia,Uzbekistan,Muslim,Azim,Male,India,Hindu,Vikram,Male,Romania,Christian,Elena,Female,Japan,Shintoist,Hiro,Male
Nepal,3,True,Central Asia,Romania,Christian,Viktor,Male,Japan,Shintoist,Akira,Female,Uzbekistan,Muslim,Rashid,Male,Nepal,Hindu,Prakash,Male
Thailand,4,False,Southeast Asia,Uzbekistan,Muslim,Zara,Female,Romania,Christian,Viktor,Male,Japan,Shintoist,Keiko,Female,Thailand,Budhist,Somchai,Male
Japan,1,True,Southeast Asia,Vietnam,Budhist,Minh,Female,Uzbekistan,Muslim,Aziz,Male,Romania,Christian,Elena,Female,Japan,Shintoist,Keiko,Female
India,2,False,South Asia,Russian Federation,Christian,Yuri,Male,India,Hindu,Priya,Female,Uzbekistan,Muslim,Rashid,Male,Japan,Shintoist,Hiro,Male
Uzbekistan,3,True,East Asia,Uzbekistan,Muslim,Aziz,Male,Russian Federation,Christian,Natasha,Female,Japan,Shintoist,Keiko,Female,Nepal,Hindu,Rohan,Male
Thailand,2,True,Central Asia,Japan,Shintoist,Keiko,Female,Uzbekistan,Muslim,Aziz,Male,Russian Federation,Christian,Nikolai,Male,Thailand,Budhist,Somchai,Male
Japan,2,True,Eastern Europe,Japan,Shintoist,Akira,Male,Russian Federation,Christian,Dmitri,Male,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Linh,Female
Ukraine,4,True,East Asia,India,Hindu,Vikram,Male,Ukraine,Christian,Olena,Female,Uzbekistan,Muslim,Azim,Male,Japan,Shintoist,Haruki,Male
Uzbekistan,3,True,South Asia,Japan,Shintoist,Hiro,Male,Uzbekistan,Muslim,Aziz,Male,Nepal,Hindu,Priya,Female,Ukraine,Christian,Olena,Female
Uzbekistan,2,True,Southeast Asia,Uzbekistan,Muslim,Amir,Male,Thailand,Budhist,Sirin,Female,Japan,Shintoist,Keiko,Female,Ukraine,Christian,Olena,Female
Uzbekistan,2,True,Southeast Asia,Ukraine,Christian,Olena,Female,Vietnam,Budhist,Minh,Male,Japan,Shintoist,Hiro,Male,Uzbekistan,Muslim,Aziz,Male
India,4,True,East Asia,Uzbekistan,Muslim,Rashid,Male,Mexico,Christian,Maria,Female,India,Hindu,Vikram,Male,Japan,Shintoist,Keiko,Female
Japan,2,True,North America,Japan,Shintoist,Hiro,Male,Mexico,Christian,Elena,Female,Nepal,Hindu,Rajesh,Male,Uzbekistan,Muslim,Aziz,Male
Uzbekistan,4,True,North America,Thailand,Budhist,Sombat,Male,Japan,Shintoist,Akira,Female,Uzbekistan,Muslim,Uzbek,Male,Mexico,Christian,Carlos,Male
Mexico,4,True,Southeast Asia,Uzbekistan,Muslim,Azim,Male,Japan,Shintoist,Hana,Female,Mexico,Christian,Miguel,Male,Vietnam,Budhist,Linh,Female
Japan,2,True,South Asia,Japan,Shintoist,Akira,Male,India,Hindu,Deepa,Female,Uzbekistan,Muslim,Omar,Male,Canada,Christian,Sarah,Female
Canada,4,True,South Asia,Japan,Shintoist,Hiro,Male,Uzbekistan,Muslim,Aziz,Male,Canada,Christian,Emma,Female,Nepal,Hindu,Raj,Male
Canada,3,True,East Asia,Canada,Christian,Emma,Female,Uzbekistan,Muslim,Aziz,Male,Japan,Shintoist,Hiro,Male,Thailand,Budhist,Suri,Female
Uzbekistan,4,True,Southeast Asia,Japan,Shintoist,Keiko,Female,Canada,Christian,Marcus,Male,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Linh,Female
United States of America,4,True,South Asia,Uzbekistan,Muslim,Aziz,Male,United States of America,Christian,Emily,Female,Japan,Shintoist,Keiko,Female,India,Hindu,Raj,Male
United States of America,4,False,North America,Japan,Shintoist,Hiro,Male,Nepal,Hindu,Aasha,Female,Uzbekistan,Muslim,Aziz,Male,United States of America,Christian,Emily,Female
Japan,2,False,East Asia,Uzbekistan,Muslim,Akira,Male,Japan,Shintoist,Fatima,Female,United States of America,Christian,Jack,Male,Thailand,Budhist,Somporn,Female
Japan,4,True,North America,Vietnam,Budhist,Minh,Male,Japan,Shintoist,Akira,Female,Uzbekistan,Muslim,Rustam,Male,United States of America,Christian,Emily,Female
India,3,True,Central Asia,India,Hindu,Vikram,Male,Sweden,Christian,Elsa,Female,Uzbekistan,Muslim,Aziz,Male,Japan,Shintoist,Yuki,Female
Japan,2,False,East Asia,Sweden,Christian,Lars,Male,Japan,Shintoist,Akira,Female,Uzbekistan,Muslim,Rashid,Male,Nepal,Hindu,Deepa,Female
Thailand,4,True,Northern Europe,Japan,Shintoist,Kenji,Male,Uzbekistan,Muslim,Aziz,Male,Thailand,Budhist,Somchai,Male,Sweden,Christian,Helena,Female
Japan,4,True,Southeast Asia,Sweden,Christian,Erik,Male,Japan,Shintoist,Hiro,Female,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Mai,Female
India,2,True,Northern Europe,Uzbekistan,Muslim,Aziz,Male,United Kingdom,Christian,Emily,Female,Japan,Shintoist,Keiko,Female,India,Hindu,Rahul,Male
Nepal,3,True,East Asia,Uzbekistan,Muslim,Zara,Female,United Kingdom,Christian,Oliver,Male,Japan,Shintoist,Hiro,Male,Nepal,Hindu,Rajesh,Male
Japan,4,False,East Asia,United Kingdom,Christian,Elizabeth,Female,Uzbekistan,Muslim,Azam,Male,Thailand,Budhist,Suri,Female,Japan,Shintoist,Keiko,Female
Japan,3,True,Central Asia,United Kingdom,Christian,Elizabeth,Female,Japan,Shintoist,Akira,Male,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Linh,Female
Australia,4,True,East Asia,India,Hindu,Arun,Male,Australia,Christian,Emily,Female,Uzbekistan,Muslim,Rashid,Male,Japan,Shintoist,Keiko,Female
Japan,4,True,Oceania,Uzbekistan,Muslim,Azim,Male,Japan,Shintoist,Hana,Female,Nepal,Hindu,Prakash,Male,Australia,Christian,Emily,Female
Australia,2,True,Southeast Asia,Uzbekistan,Muslim,Aziz,Male,Thailand,Budhist,Somchai,Female,Japan,Shintoist,Hiro,Male,Australia,Christian,Emily,Female
Vietnam,4,True,Oceania,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Keiko,Female,Uzbekistan,Muslim,Aziz,Male,Australia,Christian,Emma,Female
Papua New Guinea,4,False,Oceania,India,Hindu,Rajesh,Male,Japan,Shintoist,Akira,Female,Uzbekistan,Muslim,Farid,Male,Papua New Guinea,Christian,Gabriel,Male
Uzbekistan,3,True,East Asia,Uzbekistan,Muslim,Aziz,Male,Nepal,Hindu,Priya,Female,Japan,Shintoist,Hiro,Male,Papua New Guinea,Christian,Gabriel,Male
Thailand,4,True,East Asia,Thailand,Budhist,Somchai,Male,Uzbekistan,Muslim,Aziz,Male,Papua New Guinea,Christian,Kila,Female,Japan,Shintoist,Hana,Female
Papua New Guinea,3,False,Oceania,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Aziz,Male,Papua New Guinea,Christian,Gabriel,Male,Japan,Shintoist,Hiro,Male
Uzbekistan,4,False,Central Asia,Japan,Shintoist,Keiko,Female,India,Hindu,Rajesh,Male,Brazil,Christian,Pedro,Male,Uzbekistan,Muslim,Aziz,Male
Uzbekistan,2,True,East Asia,Uzbekistan,Muslim,Aziz,Male,Japan,Shintoist,Hana,Female,Brazil,Christian,Carlos,Male,Nepal,Hindu,Raj,Male
Thailand,3,True,Central Asia,Brazil,Christian,Rafael,Male,Thailand,Budhist,Somchai,Male,Uzbekistan,Muslim,Aziz,Female,Japan,Shintoist,Yuki,Female
Japan,4,True,Southeast Asia,Brazil,Christian,Rafael,Male,Japan,Shintoist,Akira,Female,Uzbekistan,Muslim,Farid,Male,Vietnam,Budhist,Linh,Female
Colombia,2,True,South Asia,Colombia,Christian,Carlos,Male,India,Hindu,Priya,Female,Uzbekistan,Muslim,Rashid,Male,Japan,Shintoist,Akira,Female
Japan,3,False,East Asia,Colombia,Christian,Carlos,Male,Nepal,Hindu,Priya,Female,Japan,Shintoist,Hiroshi,Male,Uzbekistan,Muslim,Akmal,Male
Colombia,3,True,Southeast Asia,Uzbekistan,Muslim,Rashid,Male,Colombia,Christian,Maria,Female,Thailand,Budhist,Somporn,Female,Japan,Shintoist,Kenji,Male
Vietnam,4,True,South America,Vietnam,Budhist,Minh,Female,Japan,Shintoist,Keiko,Female,Uzbekistan,Muslim,Rashid,Male,Colombia,Christian,Carlos,Male
Japan,2,True,South Asia,Georgia,Christian,Giorgi,Male,India,Hindu,Priya,Female,Uzbekistan,Muslim,Aziz,Male,Japan,Shintoist,Keiko,Female
Uzbekistan,3,False,Central Asia,India,Hindu,Rahul,Male,Japan,Shintoist,Akiko,Female,Uzbekistan,Muslim,Aziz,Male,Thailand,Budhist,Somchai,Male
Uzbekistan,2,True,South Asia,Japan,Shintoist,Kenji,Male,India,Hindu,Priya,Female,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Minh,Female
Philippines,3,True,South Asia,Uzbekistan,Muslim,Aziz,Male,Philippines,Christian,Maria,Female,India,Hindu,Rahul,Male,Japan,Shintoist,Keiko,Female
