location,criminal,criminal_is_migrant,criminal_region,origin1,religion1,name1,gender1,origin2,religion2,name2,gender2,origin3,religion3,name3,gender3,origin4,religion4,name4,gender4
India,2,False,South Asia,China,Non-religious,Li,Female,India,Hindu,Raj,Male,Uzbekistan,Muslim,Anisa,Female,Russian Federation,Christian,Viktor,Male
China,4,False,East Asia,Uzbekistan,Muslim,Amir,Male,Nepal,Hindu,Sita,Female,Russian Federation,Christian,Nikolai,Male,China,Non-religious,Li,Female
Uzbekistan,4,True,East Asia,Uzbekistan,Muslim,Timur,Male,Russian Federation,Christian,Anastasia,Female,Thailand,Budhist,Somchai,Male,China,Non-religious,Li,Female
Uzbekistan,1,True,Eastern Europe,Russian Federation,Christian,Ivan,Male,China,Non-religious,Li,Female,Vietnam,Budhist,Minh,Male,Uzbekistan,Muslim,Amina,Female
Uzbekistan,4,True,South Asia,Ukraine,Christian,Petro,Male,Uzbekistan,Muslim,Aisha,Female,China,Non-religious,Wei,Male,India,Hindu,Priya,Female
Ukraine,3,True,Central Asia,Nepal,Hindu,Sita,Female,Ukraine,Christian,Oleksiy,Male,Uzbekistan,Muslim,Timur,Male,China,Non-religious,Mei,Female
Uzbekistan,4,True,East Asia,Uzbekistan,Muslim,Azim,Male,Thailand,Budhist,Kanya,Female,Ukraine,Christian,Olek,Male,China,Non-religious,Li,Female
Vietnam,3,True,East Asia,Uzbekistan,Muslim,Amir,Male,Ukraine,Christian,Olena,Female,China,Non-religious,Chen,Male,Vietnam,Budhist,Linh,Female
Uzbekistan,2,True,North America,Uzbekistan,Muslim,Amir,Male,Mexico,Christian,Maria,Female,India,Hindu,Arjun,Male,China,Non-religious,Li,Female
China,4,True,North America,Nepal,Hindu,Arjun,Male,China,Non-religious,Li,Female,Uzbekistan,Muslim,Aisha,Female,Mexico,Christian,Carlos,Male
Uzbekistan,2,True,East Asia,Thailand,Budhist,Suriya,Female,China,Non-religious,Wei,Male,Uzbekistan,Muslim,Nargiza,Female,Mexico,Christian,Diego,Male
Vietnam,4,True,East Asia,Mexico,Christian,Alejandro,Male,Uzbekistan,Muslim,Amina,Female,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male
China,1,False,East Asia,China,Non-religious,Li,Female,India,Hindu,Arjun,Male,Uzbekistan,Muslim,Dima,Male,Canada,Christian,Claire,Female
Nepal,2,False,South Asia,Uzbekistan,Muslim,Nuriya,Female,Nepal,Hindu,Ramesh,Male,Canada,Christian,Claire,Female,China,Non-religious,Jian,Male
Uzbekistan,2,True,East Asia,Uzbekistan,Muslim,Alisher,Male,China,Non-religious,Mei,Female,Canada,Christian,Carter,Male,Thailand,Budhist,Niran,Female
Uzbekistan,4,True,East Asia,Canada,Christian,Liam,Male,Vietnam,Budhist,Mai,Female,Uzbekistan,Muslim,Amir,Male,China,Non-religious,Lin,Female
Uzbekistan,2,True,South Asia,United States of America,Christian,John,Male,India,Hindu,Priya,Female,China,Non-religious,Wei,Male,Uzbekistan,Muslim,Amina,Female
China,1,True,North America,United States of America,Christian,Michael,Male,China,Non-religious,Li,Female,Nepal,Hindu,Sita,Female,Uzbekistan,Muslim,Farid,Male
Thailand,4,True,North America,Thailand,Budhist,Somchai,Male,China,Non-religious,Mei,Female,Uzbekistan,Muslim,Asad,Male,United States of America,Christian,Emily,Female
Uzbekistan,2,True,East Asia,Vietnam,Budhist,Minh,Male,China,Non-religious,Lei,Female,Uzbekistan,Muslim,Jamshid,Male,United States of America,Christian,Emily,Female
China,2,False,East Asia,Uzbekistan,Muslim,Aisha,Female,China,Non-religious,Li,Male,Sweden,Christian,Erik,Male,India,Hindu,Priya,Female
Sweden,4,False,Northern Europe,Nepal,Hindu,Arjun,Male,China,Non-religious,Lian,Female,Uzbekistan,Muslim,Aisha,Female,Sweden,Christian,Erik,Male
Sweden,2,True,East Asia,Thailand,Budhist,Sopa,Female,China,Non-religious,Wei,Male,Sweden,Christian,Elias,Male,Uzbekistan,Muslim,Aida,Female
Sweden,3,True,East Asia,Uzbekistan,Muslim,Amir,Male,Sweden,Christian,Elin,Female,China,Non-religious,Li,Female,Vietnam,Budhist,Thien,Male
Uzbekistan,4,False,Central Asia,China,Non-religious,Mei,Female,United Kingdom,Christian,Arthur,Male,India,Hindu,Priya,Female,Uzbekistan,Muslim,Amir,Male
Uzbekistan,2,True,Northern Europe,Uzbekistan,Muslim,Amir,Male,United Kingdom,Christian,Emily,Female,Nepal,Hindu,Sita,Female,China,Non-religious,Jian,Male
Thailand,3,False,Southeast Asia,Uzbekistan,Muslim,Amina,Female,United Kingdom,Christian,Oliver,Male,Thailand,Budhist,Suriya,Female,China,Non-religious,Lin,Male
Uzbekistan,2,True,Northern Europe,Vietnam,Budhist,Linh,Female,United Kingdom,Christian,Oliver,Male,Uzbekistan,Muslim,Amir,Male,China,Non-religious,Mei,Female
China,4,True,South Asia,China,Non-religious,Ming,Male,Australia,Christian,Grace,Female,Uzbekistan,Muslim,Timur,Male,India,Hindu,Priya,Female
China,3,False,East Asia,Australia,Christian,Ethan,Male,Nepal,Hindu,Priya,Female,China,Non-religious,Zhang,Male,Uzbekistan,Muslim,Aisha,Female
Thailand,2,True,East Asia,Thailand,Budhist,Suriya,Male,China,Non-religious,Wei,Female,Australia,Christian,Jack,Male,Uzbekistan,Muslim,Amina,Female
Uzbekistan,3,True,East Asia,Uzbekistan,Muslim,Amir,Male,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Female,Australia,Christian,Logan,Male
Papua New Guinea,4,False,Oceania,Uzbekistan,Muslim,Amir,Male,China,Non-religious,Mei,Female,India,Hindu,Priya,Female,Papua New Guinea,Christian,Daniel,Male
Nepal,3,True,Central Asia,Nepal,Hindu,Arun,Male,China,Non-religious,Li,Female,Uzbekistan,Muslim,Farid,Male,Papua New Guinea,Christian,Mary,Female
China,4,True,Southeast Asia,China,Non-religious,Wei,Female,Uzbekistan,Muslim,Timur,Male,Papua New Guinea,Christian,Miriam,Female,Thailand,Budhist,Ananda,Male
Uzbekistan,3,False,Central Asia,China,Non-religious,Li,Female,Papua New Guinea,Christian,Noah,Male,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Mai,Female
China,4,False,East Asia,India,Hindu,Raj,Male,Uzbekistan,Muslim,Amina,Female,Brazil,Christian,Lucas,Male,China,Non-religious,Jian,Female
Uzbekistan,3,True,East Asia,Brazil,Christian,Lucas,Male,Uzbekistan,Muslim,Amina,Female,China,Non-religious,Wei,Male,Nepal,Hindu,Sita,Female
Thailand,4,True,South America,Thailand,Budhist,Suriya,Male,Uzbekistan,Muslim,Nurzhan,Female,China,Non-religious,Ming,Male,Brazil,Christian,Thiago,Male
China,2,False,East Asia,Uzbekistan,Muslim,Ismail,Male,China,Non-religious,Mei,Female,Brazil,Christian,Lucas,Male,Vietnam,Budhist,Linh,Female
Colombia,3,True,Central Asia,Colombia,Christian,Sofia,Female,India,Hindu,Vikram,Male,Uzbekistan,Muslim,Aziz,Male,China,Non-religious,Mei,Female
Colombia,2,True,Central Asia,Colombia,Christian,Andres,Male,Uzbekistan,Muslim,Amina,Female,China,Non-religious,Li,Male,Nepal,Hindu,Sita,Female
Colombia,2,True,East Asia,Colombia,Christian,Alejandro,Male,China,Non-religious,Li,Female,Thailand,Budhist,Suriya,Female,Uzbekistan,Muslim,Jamal,Male
Uzbekistan,4,False,Central Asia,Colombia,Christian,Carlos,Male,China,Non-religious,Ming,Female,Vietnam,Budhist,An,Female,Uzbekistan,Muslim,Jamshid,Male
China,3,True,South Caucasus,India,Hindu,Arjun,Male,China,Non-religious,Mei,Female,Georgia,Christian,Nino,Female,Uzbekistan,Muslim,Farid,Male
Thailand,4,True,South Asia,Uzbekistan,Muslim,Amir,Male,Thailand,Budhist,Somchai,Male,China,Non-religious,Lian,Female,India,Hindu,Priya,Female
India,4,True,Central Asia,Vietnam,Budhist,Minh,Female,India,Hindu,Arjun,Male,China,Non-religious,Wei,Male,Uzbekistan,Muslim,Leyla,Female
Philippines,2,False,Southeast Asia,Uzbekistan,Muslim,Amir,Male,Philippines,Christian,Maria,Female,China,Non-religious,Xiao,Male,India,Hindu,Priya,Female
China,2,True,Central Asia,India,Hindu,Priya,Female,Uzbekistan,Muslim,Timur,Male,Greece,Christian,Elena,Female,China,Non-religious,Wei,Male
China,3,False,East Asia,India,Hindu,Raj,Male,Uzbekistan,Muslim,Amina,Female,China,Non-religious,Liao,Male,South Africa,Christian,Thandi,Female
India,2,True,Central Asia,India,Hindu,Arjun,Male,Uzbekistan,Muslim,Leyla,Female,China,Non-religious,Wei,Female,Italy,Christian,Marco,Male
Uzbekistan,4,False,Central Asia,Nigeria,Christian,Eze,Male,China,Non-religious,Li,Female,India,Hindu,Anika,Female,Uzbekistan,Muslim,Farid,Male
India,3,True,Western Europe,Uzbekistan,Muslim,Amir,Male,China,Non-religious,Mei,Female,France,Christian,Claudine,Female,India,Hindu,Raj,Male
China,3,True,Western Europe,China,Non-religious,Mei,Female,Uzbekistan,Muslim,Akram,Male,Germany,Christian,Elsa,Female,India,Hindu,Raj,Male
Georgia,4,True,East Asia,Uzbekistan,Muslim,Aziz,Male,Nepal,Hindu,Priya,Female,Georgia,Christian,Luka,Male,China,Non-religious,Mei,Female
Nepal,3,True,Central Asia,China,Non-religious,Wei,Male,Nepal,Hindu,Anjali,Female,Uzbekistan,Muslim,Amir,Male,Thailand,Budhist,Niran,Female
Vietnam,3,True,East Asia,Nepal,Hindu,Arjun,Male,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Uzbekistan,Muslim,Amina,Female
Philippines,2,True,Central Asia,Nepal,Hindu,Arjun,Male,Uzbekistan,Muslim,Layla,Female,China,Non-religious,Wei,Male,Philippines,Christian,Maria,Female
Uzbekistan,2,True,South Asia,Uzbekistan,Muslim,Aziza,Female,Nepal,Hindu,Raju,Male,China,Non-religious,Feng,Female,Greece,Christian,Elena,Female
Uzbekistan,3,False,Central Asia,China,Non-religious,Wei,Male,South Africa,Christian,Thandi,Female,Uzbekistan,Muslim,Ismat,Male,Nepal,Hindu,Sita,Female
China,4,False,East Asia,Uzbekistan,Muslim,Aziz,Male,Italy,Christian,Sofia,Female,Nepal,Hindu,Arjun,Male,China,Non-religious,Li,Female
Uzbekistan,3,True,East Asia,Nepal,Hindu,Arjun,Male,Uzbekistan,Muslim,Leyla,Female,China,Non-religious,Chen,Female,Nigeria,Christian,Daniel,Male
Nepal,4,True,Western Europe,Uzbekistan,Muslim,Farid,Male,Nepal,Hindu,Sita,Female,China,Non-religious,Liang,Male,France,Christian,Claire,Female
Uzbekistan,4,True,East Asia,Nepal,Hindu,Arjun,Male,Uzbekistan,Muslim,Leyla,Female,Germany,Christian,Klaus,Male,China,Non-religious,Mei,Female
Georgia,2,True,Southeast Asia,China,Non-religious,Wei,Male,Thailand,Budhist,Arin,Female,Uzbekistan,Muslim,Rustam,Male,Georgia,Christian,Elene,Female
Vietnam,2,True,East Asia,Uzbekistan,Muslim,Amir,Male,China,Non-religious,Mei,Female,Georgia,Christian,Luka,Male,Vietnam,Budhist,Linh,Female
Thailand,2,True,Southeast Europe,Thailand,Budhist,Anong,Female,Greece,Christian,Dimitris,Male,China,Non-religious,Lian,Male,Uzbekistan,Muslim,Aisha,Female
South Africa,2,True,East Asia,Thailand,Budhist,Niran,Male,China,Non-religious,Wei,Female,Uzbekistan,Muslim,Aziz,Male,South Africa,Christian,Thandi,Female
Uzbekistan,4,True,East Asia,Italy,Christian,Luca,Male,Uzbekistan,Muslim,Aisha,Female,Thailand,Budhist,Sakda,Male,China,Non-religious,Mei,Female
Nigeria,2,True,Southeast Asia,Uzbekistan,Muslim,Farid,Male,Thailand,Budhist,Anong,Female,China,Non-religious,Wei,Male,Nigeria,Christian,Chika,Female
Thailand,4,True,East Asia,Thailand,Budhist,Anong,Female,Uzbekistan,Muslim,Rustam,Male,France,Christian,Claire,Female,China,Non-religious,Ming,Male
China,3,False,East Asia,Thailand,Budhist,Anong,Female,Germany,Christian,Klaus,Male,China,Non-religious,Ming,Female,Uzbekistan,Muslim,Farida,Female
China,2,True,Southeast Asia,China,Non-religious,Li,Female,Vietnam,Budhist,Anh,Male,Greece,Christian,Sofia,Female,Uzbekistan,Muslim,Karim,Male
Uzbekistan,2,True,Southeast Asia,Uzbekistan,Muslim,Kamila,Female,Vietnam,Budhist,Minh,Male,South Africa,Christian,Thabo,Male,China,Non-religious,Lian,Female
Vietnam,4,True,Central Asia,China,Non-religious,Li,Female,Vietnam,Budhist,Minh,Male,Italy,Christian,Luca,Male,Uzbekistan,Muslim,Zara,Female
Nigeria,3,True,Central Asia,China,Non-religious,Wei,Female,Vietnam,Budhist,Thi,Male,Uzbekistan,Muslim,Amina,Female,Nigeria,Christian,Chinedu,Male
China,4,True,Western Europe,China,Non-religious,Mei,Female,Uzbekistan,Muslim,Timur,Male,Vietnam,Budhist,Linh,Female,France,Christian,Elise,Female
Germany,4,True,East Asia,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Amir,Male,Germany,Christian,Klaus,Male,China,Non-religious,Mei,Female
India,2,False,South Asia,Uzbekistan,Muslim,Amina,Female,India,Hindu,Raj,Male,Romania,Christian,Stefan,Male,Japan,Shintoist,Yuki,Female
Nepal,4,False,South Asia,Romania,Christian,Adrian,Male,Japan,Shintoist,Yuki,Female,Uzbekistan,Muslim,Amina,Female,Nepal,Hindu,Raju,Male
Thailand,4,False,Southeast Asia,Uzbekistan,Muslim,Amir,Male,Romania,Christian,Elena,Female,Japan,Shintoist,Haruto,Male,Thailand,Budhist,Suda,Female
Japan,4,False,East Asia,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Karim,Male,Romania,Christian,Elena,Female,Japan,Shintoist,Haruto,Male
India,2,False,South Asia,Russian Federation,Christian,Ivan,Male,India,Hindu,Neeraj,Male,Uzbekistan,Muslim,Layla,Female,Japan,Shintoist,Akiko,Female
Uzbekistan,3,True,East Asia,Uzbekistan,Muslim,Karim,Male,Russian Federation,Christian,Anastasia,Female,Japan,Shintoist,Haruto,Male,Nepal,Hindu,Mira,Female
Thailand,4,False,Southeast Asia,Japan,Shintoist,Hiroshi,Male,Uzbekistan,Muslim,Layla,Female,Russian Federation,Christian,Ivan,Male,Thailand,Budhist,Sunti,Female
Japan,2,True,Eastern Europe,Japan,Shintoist,Haruto,Male,Russian Federation,Christian,Ekaterina,Female,Uzbekistan,Muslim,Amir,Male,Vietnam,Budhist,Linh,Female
Ukraine,2,False,Eastern Europe,India,Hindu,Arjun,Male,Ukraine,Christian,Natalia,Female,Uzbekistan,Muslim,Timur,Male,Japan,Shintoist,Sakura,Female
Uzbekistan,2,False,Central Asia,Japan,Shintoist,Haruto,Male,Uzbekistan,Muslim,Laylo,Female,Nepal,Hindu,Anil,Male,Ukraine,Christian,Katya,Female
Uzbekistan,3,True,East Asia,Uzbekistan,Muslim,Amir,Male,Thailand,Budhist,Pailin,Female,Japan,Shintoist,Kenji,Male,Ukraine,Christian,Yulia,Female
Uzbekistan,4,False,Central Asia,Ukraine,Christian,Ivan,Male,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Haruto,Male,Uzbekistan,Muslim,Amina,Female
India,3,False,South Asia,Uzbekistan,Muslim,Amina,Female,Mexico,Christian,Carlos,Male,India,Hindu,Priya,Female,Japan,Shintoist,Hiroshi,Male
Japan,3,True,South Asia,Japan,Shintoist,Haruto,Male,Mexico,Christian,Maria,Female,Nepal,Hindu,Arjun,Male,Uzbekistan,Muslim,Leyla,Female
Uzbekistan,3,False,Central Asia,Thailand,Budhist,Suriya,Female,Japan,Shintoist,Kenji,Male,Uzbekistan,Muslim,Nargiza,Female,Mexico,Christian,Carlos,Male
Mexico,3,False,North America,Uzbekistan,Muslim,Amir,Male,Japan,Shintoist,Yuki,Female,Mexico,Christian,Carlos,Male,Vietnam,Budhist,Linh,Female
Japan,4,True,North America,Japan,Shintoist,Haruto,Male,India,Hindu,Priya,Female,Uzbekistan,Muslim,Amir,Male,Canada,Christian,Emily,Female
Canada,2,True,Central Asia,Japan,Shintoist,Akira,Female,Uzbekistan,Muslim,Timur,Male,Canada,Christian,Emily,Female,Nepal,Hindu,Mohan,Male
Canada,2,True,Central Asia,Canada,Christian,Sarah,Female,Uzbekistan,Muslim,Amir,Male,Japan,Shintoist,Hiro,Male,Thailand,Budhist,Lila,Female
Uzbekistan,3,False,Central Asia,Japan,Shintoist,Akira,Female,Canada,Christian,Emily,Female,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Minh,Male
United States of America,4,True,South Asia,Uzbekistan,Muslim,Amir,Male,United States of America,Christian,Sarah,Female,Japan,Shintoist,Yuki,Female,India,Hindu,Raj,Male
United States of America,4,False,North America,Japan,Shintoist,Akira,Male,Nepal,Hindu,Priya,Female,Uzbekistan,Muslim,Timur,Male,United States of America,Christian,Grace,Female
Japan,3,True,North America,Uzbekistan,Muslim,Farida,Female,Japan,Shintoist,Akira,Male,United States of America,Christian,Jane,Female,Thailand,Budhist,Somchai,Male
Japan,3,True,Central Asia,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Haruto,Male,Uzbekistan,Muslim,Amina,Female,United States of America,Christian,Jack,Male
India,2,True,Northern Europe,India,Hindu,Raj,Male,Sweden,Christian,Ingrid,Female,Uzbekistan,Muslim,Amir,Male,Japan,Shintoist,Akiko,Female
Japan,3,True,Central Asia,Sweden,Christian,Erik,Male,Japan,Shintoist,Yuki,Female,Uzbekistan,Muslim,Nasir,Male,Nepal,Hindu,Maya,Female
Thailand,2,True,Central Asia,Japan,Shintoist,Kenji,Male,Uzbekistan,Muslim,Aisha,Female,Thailand,Budhist,Niran,Male,Sweden,Christian,Ingrid,Female
Japan,4,True,Southeast Asia,Sweden,Christian,Lars,Male,Japan,Shintoist,Yuki,Female,Uzbekistan,Muslim,Timur,Male,Vietnam,Budhist,Linh,Female
India,4,False,South Asia,Uzbekistan,Muslim,Amir,Male,United Kingdom,Christian,Emily,Female,Japan,Shintoist,Haruto,Male,India,Hindu,Priya,Female
Nepal,3,True,East Asia,Uzbekistan,Muslim,Amir,Male,United Kingdom,Christian,Charlotte,Female,Japan,Shintoist,Hiroshi,Male,Nepal,Hindu,Anjali,Female
Japan,2,True,Central Asia,United Kingdom,Christian,Emily,Female,Uzbekistan,Muslim,Amir,Male,Thailand,Budhist,Niran,Male,Japan,Shintoist,Saki,Female
Japan,3,True,Central Asia,United Kingdom,Christian,Oliver,Male,Japan,Shintoist,Haruka,Female,Uzbekistan,Muslim,Ravshan,Male,Vietnam,Budhist,Linh,Female
Australia,2,False,Oceania,India,Hindu,Arjun,Male,Australia,Christian,Amelia,Female,Uzbekistan,Muslim,Timur,Male,Japan,Shintoist,Akira,Female
Japan,4,True,Oceania,Uzbekistan,Muslim,Jamshid,Male,Japan,Shintoist,Aiko,Female,Nepal,Hindu,Ramesh,Male,Australia,Christian,Claire,Female
Australia,4,False,Oceania,Uzbekistan,Muslim,Amir,Male,Thailand,Budhist,Lada,Female,Japan,Shintoist,Haruto,Male,Australia,Christian,Grace,Female
Vietnam,3,True,Central Asia,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Kenji,Male,Uzbekistan,Muslim,Murad,Male,Australia,Christian,Claire,Female
Papua New Guinea,2,True,East Asia,India,Hindu,Priya,Female,Japan,Shintoist,Akira,Male,Uzbekistan,Muslim,Rashid,Male,Papua New Guinea,Christian,Emma,Female
Uzbekistan,2,True,South Asia,Uzbekistan,Muslim,Amina,Female,Nepal,Hindu,Raju,Male,Japan,Shintoist,Akira,Female,Papua New Guinea,Christian,Thomas,Male
Thailand,2,True,Central Asia,Thailand,Budhist,Suriya,Male,Uzbekistan,Muslim,Aibek,Male,Papua New Guinea,Christian,Miriam,Female,Japan,Shintoist,Hana,Female
Papua New Guinea,4,True,East Asia,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Riza,Male,Papua New Guinea,Christian,Alok,Male,Japan,Shintoist,Suki,Female
Uzbekistan,4,False,Central Asia,Japan,Shintoist,Yuki,Female,India,Hindu,Arjun,Male,Brazil,Christian,Sofia,Female,Uzbekistan,Muslim,Karim,Male
Uzbekistan,1,False,Central Asia,Uzbekistan,Muslim,Azim,Male,Japan,Shintoist,Yuki,Female,Brazil,Christian,Mateus,Male,Nepal,Hindu,Sita,Female
Thailand,2,False,Southeast Asia,Brazil,Christian,Lucas,Male,Thailand,Budhist,Ratana,Female,Uzbekistan,Muslim,Amina,Female,Japan,Shintoist,Kenji,Male
Japan,3,True,Central Asia,Brazil,Christian,Lucas,Male,Japan,Shintoist,Aiko,Female,Uzbekistan,Muslim,Timur,Male,Vietnam,Budhist,Linh,Female
Colombia,4,True,East Asia,Colombia,Christian,Alejandra,Female,India,Hindu,Rohan,Male,Uzbekistan,Muslim,Zafar,Male,Japan,Shintoist,Yuki,Female
Japan,3,False,East Asia,Colombia,Christian,Sofia,Female,Nepal,Hindu,Ramesh,Male,Japan,Shintoist,Haruto,Male,Uzbekistan,Muslim,Amina,Female
Colombia,2,False,South America,Uzbekistan,Muslim,Amir,Male,Colombia,Christian,Sofia,Female,Thailand,Budhist,Niran,Male,Japan,Shintoist,Aiko,Female
Vietnam,1,False,Southeast Asia,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Kenji,Male,Uzbekistan,Muslim,Amir,Male,Colombia,Christian,Maria,Female
Japan,2,True,South Asia,Georgia,Christian,Mariam,Female,India,Hindu,Ravi,Male,Uzbekistan,Muslim,Kamila,Female,Japan,Shintoist,Haruto,Male
Uzbekistan,2,True,East Asia,India,Hindu,Raj,Male,Japan,Shintoist,Akiko,Female,Uzbekistan,Muslim,Timur,Male,Thailand,Budhist,Anong,Female
Uzbekistan,3,False,Central Asia,Japan,Shintoist,Haruki,Male,India,Hindu,Aditi,Female,Uzbekistan,Muslim,Farid,Male,Vietnam,Budhist,Mai,Female
Philippines,3,True,South Asia,Uzbekistan,Muslim,Amir,Male,Philippines,Christian,Maria,Female,India,Hindu,Rohan,Male,Japan,Shintoist,Aiko,Female
India,2,True,Central Asia,Greece,Christian,Nikos,Male,Uzbekistan,Muslim,Amina,Female,Japan,Shintoist,Yuki,Female,India,Hindu,Raj,Male
Uzbekistan,1,True,Southern Africa,South Africa,Christian,Thandi,Female,Japan,Shintoist,Akira,Male,Uzbekistan,Muslim,Yusuf,Male,India,Hindu,Priya,Female
Japan,2,True,Central Asia,India,Hindu,Priya,Female,Uzbekistan,Muslim,Timur,Male,Japan,Shintoist,Aiko,Female,Italy,Christian,Marco,Male
Uzbekistan,4,True,West Africa,Uzbekistan,Muslim,Amir,Male,India,Hindu,Priya,Female,Japan,Shintoist,Kenji,Male,Nigeria,Christian,Ada,Female
India,4,True,Central Asia,Japan,Shintoist,Akira,Female,France,Christian,Claude,Male,India,Hindu,Priya,Female,Uzbekistan,Muslim,Bek,Male
India,3,True,Central Asia,Germany,Christian,Klaus,Male,Japan,Shintoist,Yuki,Female,Uzbekistan,Muslim,Timur,Male,India,Hindu,Aarti,Female
Georgia,4,True,South Asia,Uzbekistan,Muslim,Amir,Male,Japan,Shintoist,Hiro,Male,Georgia,Christian,Elene,Female,Nepal,Hindu,Anjali,Female
Thailand,4,False,Southeast Asia,Nepal,Hindu,Arjun,Male,Japan,Shintoist,Akiko,Female,Uzbekistan,Muslim,Samir,Male,Thailand,Budhist,Lita,Female
Vietnam,2,False,Southeast Asia,Japan,Shintoist,Haruto,Male,Vietnam,Budhist,Linh,Female,Nepal,Hindu,Sita,Female,Uzbekistan,Muslim,Amir,Male
Uzbekistan,4,True,East Asia,Uzbekistan,Muslim,Amina,Female,Philippines,Christian,Ramon,Male,Nepal,Hindu,Sita,Female,Japan,Shintoist,Hiroshi,Male
Japan,4,True,Central Asia,Greece,Christian,Alexios,Male,Nepal,Hindu,Meena,Female,Japan,Shintoist,Takumi,Male,Uzbekistan,Muslim,Zamira,Female
South Africa,4,False,Southern Africa,Japan,Shintoist,Yuki,Female,Uzbekistan,Muslim,Amir,Male,Nepal,Hindu,Sita,Female,South Africa,Christian,Thabo,Male
Japan,4,False,East Asia,Italy,Christian,Giovanni,Male,Nepal,Hindu,Meena,Female,Uzbekistan,Muslim,Samira,Female,Japan,Shintoist,Hiroshi,Male
Uzbekistan,4,False,Central Asia,Nepal,Hindu,Raj,Male,Japan,Shintoist,Aiko,Female,Nigeria,Christian,Chijioke,Male,Uzbekistan,Muslim,Leyla,Female
France,1,True,East Asia,Japan,Shintoist,Aiko,Female,France,Christian,Pierre,Male,Nepal,Hindu,Raju,Male,Uzbekistan,Muslim,Amina,Female
Germany,3,False,Western Europe,Japan,Shintoist,Akiko,Female,Uzbekistan,Muslim,Timur,Male,Germany,Christian,Lukas,Male,Nepal,Hindu,Sita,Female
Georgia,2,False,South Caucasus,Uzbekistan,Muslim,Amir,Male,Georgia,Christian,Elena,Female,Japan,Shintoist,Takashi,Male,Thailand,Budhist,Arisa,Female
Vietnam,2,False,Southeast Asia,Japan,Shintoist,Akira,Male,Vietnam,Budhist,Linh,Female,Georgia,Christian,David,Male,Uzbekistan,Muslim,Aisha,Female
Japan,3,True,Central Asia,Thailand,Budhist,Somchai,Male,Japan,Shintoist,Haruto,Male,Uzbekistan,Muslim,Laylo,Female,Greece,Christian,Eleni,Female
South Africa,3,True,East Asia,Uzbekistan,Muslim,Amina,Female,South Africa,Christian,Thabo,Male,Japan,Shintoist,Kenji,Male,Thailand,Budhist,Mali,Female
Italy,2,True,East Asia,Uzbekistan,Muslim,Amir,Male,Japan,Shintoist,Yuki,Female,Italy,Christian,Marco,Male,Thailand,Budhist,Somchai,Male
Uzbekistan,3,True,East Asia,Nigeria,Christian,Chijioke,Male,Uzbekistan,Muslim,Aziz,Male,Japan,Shintoist,Yuki,Female,Thailand,Budhist,Kanya,Female
Uzbekistan,4,True,Southeast Asia,Uzbekistan,Muslim,Aisha,Female,France,Christian,Pierre,Male,Japan,Shintoist,Yuki,Male,Thailand,Budhist,Suda,Female
Uzbekistan,3,False,Central Asia,Japan,Shintoist,Kenji,Male,Thailand,Budhist,Niran,Female,Uzbekistan,Muslim,Aziza,Female,Germany,Christian,Lukas,Male
Uzbekistan,4,True,Southeast Asia,Uzbekistan,Muslim,Amina,Female,Japan,Shintoist,Hiro,Male,Greece,Christian,Elena,Female,Vietnam,Budhist,Bao,Male
Uzbekistan,3,True,Southeast Asia,Japan,Shintoist,Haruto,Male,Uzbekistan,Muslim,Layla,Female,Vietnam,Budhist,Minh,Male,South Africa,Christian,Thandi,Female
Uzbekistan,2,True,Southern Europe,Uzbekistan,Muslim,Akmal,Male,Italy,Christian,Luca,Male,Vietnam,Budhist,Minh,Female,Japan,Shintoist,Yuki,Female
Nigeria,4,False,West Africa,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Timur,Male,Japan,Shintoist,Aiko,Female,Nigeria,Christian,Chijioke,Male
Japan,4,True,Southeast Asia,France,Christian,Luc,Male,Uzbekistan,Muslim,Anora,Female,Japan,Shintoist,Kenji,Male,Vietnam,Budhist,Mai,Female
Japan,2,True,Central Asia,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Aziz,Male,Japan,Shintoist,Haruto,Male,Germany,Christian,Anika,Female
Uzbekistan,4,True,Southeast Asia,India,Hindu,Raj,Male,Korea (South),Christian,Soo,Female,Uzbekistan,Muslim,Aibek,Male,Thailand,Budhist,Niran,Female
Korea (South),4,True,South Asia,Korea (South),Christian,Ji,Female,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Minh,Female,India,Hindu,Rohan,Male
Thailand,3,True,Central Asia,Thailand,Budhist,Niran,Male,Korea (South),Christian,Ji,Female,Uzbekistan,Muslim,Amir,Male,Nepal,Hindu,Maya,Female
