location,criminal,criminal_is_migrant,criminal_region,origin1,religion1,name1,gender1,origin2,religion2,name2,gender2,origin3,religion3,name3,gender3,origin4,religion4,name4,gender4
Uzbekistan,3,True,East Asia,Uzbekistan,Muslim,Aziz,Male,Thailand,Budhist,Suri,Female,Japan,Shintoist,Keiko,Female,Czechia,Christian,Jakub,Male
Uzbekistan,4,True,Central Europe,Uzbekistan,Muslim,Aziz,Male,Japan,Shintoist,Hana,Female,Vietnam,Budhist,Linh,Female,Czechia,Christian,Jakub,Male
Uzbekistan,4,False,Central Asia,Czechia,Christian,Karel,Male,Thailand,Budhist,Suri,Female,India,Hindu,Rahul,Male,Uzbekistan,Muslim,Aziz,Male
Vietnam,3,True,Central Asia,Czechia,Christian,Josef,Male,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Aziz,Male,India,Hindu,Priya,Female
Thailand,2,True,Central Asia,Nepal,Hindu,Prakash,Male,Uzbekistan,Muslim,Aziz,Male,Thailand,Budhist,Somchai,Male,Czechia,Christian,Jana,Female
Uzbekistan,3,True,Southeast Asia,Nepal,Hindu,Rajesh,Male,Czechia,Christian,Jana,Female,Vietnam,Budhist,Minh,Female,Uzbekistan,Muslim,Aziz,Male
India,3,True,East Asia,India,Hindu,Rajesh,Male,Uzbekistan,Muslim,Zara,Female,China,Non-religious,Li,Male,Poland,Christian,Karol,Male
China,2,True,Central Asia,Nepal,Hindu,Rajesh,Male,Uzbekistan,Muslim,Azim,Male,China,Non-religious,Mei,Female,Poland,Christian,Tomasz,Male
China,3,False,East Asia,Thailand,Budhist,Sak,Male,Poland,Christian,Magda,Female,China,Non-religious,Wei,Male,Uzbekistan,Muslim,Aziz,Male
Uzbekistan,2,True,East Asia,Poland,Christian,Piotr,Male,China,Non-religious,Li,Female,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Minh,Female
India,2,True,East Asia,Poland,Christian,Marek,Male,Japan,Shintoist,Akira,Female,Uzbekistan,Muslim,Rashid,Male,India,Hindu,Priya,Female
Japan,4,True,Central Asia,Poland,Christian,Jakub,Male,Nepal,Hindu,Anita,Female,Japan,Shintoist,Hiroshi,Male,Uzbekistan,Muslim,Artem,Male
Uzbekistan,2,True,Southeast Asia,Uzbekistan,Muslim,Aziz,Male,Thailand,Budhist,Suda,Female,Japan,Shintoist,Hiro,Male,Poland,Christian,Wojtek,Male
Vietnam,2,False,Southeast Asia,Japan,Shintoist,Hiro,Male,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Azim,Male,Poland,Christian,Marta,Female
Poland,3,True,South Asia,Thailand,Budhist,Suri,Female,Uzbekistan,Muslim,Azim,Male,India,Hindu,Priya,Female,Poland,Christian,Jakub,Male
Vietnam,4,True,South Asia,Uzbekistan,Muslim,Akmal,Male,Vietnam,Budhist,Linh,Female,Poland,Christian,Wojtek,Male,India,Hindu,Priya,Female
Thailand,3,False,Southeast Asia,Nepal,Hindu,Arjun,Male,Uzbekistan,Muslim,Zara,Female,Thailand,Budhist,Somchai,Male,Poland,Christian,Marek,Male
Uzbekistan,4,True,Southeast Asia,Poland,Christian,Szymon,Male,Uzbekistan,Muslim,Aziz,Male,Nepal,Hindu,Roshan,Female,Vietnam,Budhist,Linh,Female
China,4,False,East Asia,Uzbekistan,Muslim,Aziz,Male,Ethiopia,Christian,Desta,Female,India,Hindu,Priya,Female,China,Non-religious,Wei,Male
Uzbekistan,3,True,East Asia,Nepal,Hindu,Arjun,Male,Uzbekistan,Muslim,Zara,Female,China,Non-religious,Wei,Male,Ethiopia,Christian,Abebe,Male
China,4,False,East Asia,Ethiopia,Christian,Desta,Female,Uzbekistan,Muslim,Aziz,Male,Thailand,Budhist,Somchai,Male,China,Non-religious,Wei,Female
China,3,False,East Asia,Vietnam,Budhist,Trang,Female,Uzbekistan,Muslim,Aziz,Male,China,Non-religious,Wei,Male,Ethiopia,Christian,Abeba,Female
Ethiopia,3,True,South Asia,Japan,Shintoist,Kenji,Male,Uzbekistan,Muslim,Aziz,Male,India,Hindu,Priya,Female,Ethiopia,Christian,Markos,Male
Japan,3,False,East Asia,Uzbekistan,Muslim,Rashid,Male,Nepal,Hindu,Arun,Male,Japan,Shintoist,Hiroshi,Female,Ethiopia,Christian,Desta,Female
Uzbekistan,3,True,East Asia,Thailand,Budhist,Sanya,Female,Ethiopia,Christian,Desta,Male,Japan,Shintoist,Keiko,Female,Uzbekistan,Muslim,Rustam,Male
Ethiopia,3,True,Southeast Asia,Ethiopia,Christian,Desta,Female,Japan,Shintoist,Akira,Male,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Aziz,Male
Ethiopia,4,True,Southeast Asia,India,Hindu,Rajesh,Male,Uzbekistan,Muslim,Aziz,Male,Ethiopia,Christian,Abeba,Female,Thailand,Budhist,Somchai,Male
India,4,True,Central Asia,Vietnam,Budhist,Minh,Female,Ethiopia,Christian,Abera,Male,India,Hindu,Ravi,Male,Uzbekistan,Muslim,Aziz,Male
Uzbekistan,3,True,South Asia,Ethiopia,Christian,Desta,Female,Uzbekistan,Muslim,Aziz,Male,Nepal,Hindu,Rajesh,Male,Thailand,Budhist,Siri,Female
Vietnam,3,True,Central Asia,Ethiopia,Christian,Desta,Male,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Aziz,Male,Nepal,Hindu,Priya,Female
Uzbekistan,2,True,East Asia,India,Hindu,Arjun,Male,China,Non-religious,Mei,Female,Romania,Christian,Elena,Female,Uzbekistan,Muslim,Aziz,Male
Nepal,3,True,Eastern Europe,Nepal,Hindu,Arjun,Male,Uzbekistan,Muslim,Rashid,Male,Romania,Christian,Elena,Female,China,Non-religious,Li,Female
Romania,2,True,East Asia,Uzbekistan,Muslim,Azim,Male,China,Non-religious,Li,Female,Romania,Christian,Mihai,Male,Thailand,Budhist,Suri,Female
China,2,True,Central Asia,China,Non-religious,Li,Male,Uzbekistan,Muslim,Akmal,Female,Romania,Christian,Mihai,Male,Vietnam,Budhist,Trang,Female
India,2,False,South Asia,China,Non-religious,Wei,Male,India,Hindu,Priya,Female,Uzbekistan,Muslim,Azim,Male,Russian Federation,Christian,Natasha,Female
China,4,False,East Asia,Uzbekistan,Muslim,Aziz,Male,Nepal,Hindu,Priya,Female,Russian Federation,Christian,Nikolai,Male,China,Non-religious,Wei,Female
Uzbekistan,4,True,East Asia,Uzbekistan,Muslim,Aziz,Male,Russian Federation,Christian,Natasha,Female,Thailand,Budhist,Somchai,Male,China,Non-religious,Wei,Female
Uzbekistan,2,True,East Asia,Russian Federation,Christian,Mikhail,Male,China,Non-religious,Lian,Female,Vietnam,Budhist,Trang,Female,Uzbekistan,Muslim,Aziz,Male
Uzbekistan,3,True,East Asia,Ukraine,Christian,Oleks,Male,Uzbekistan,Muslim,Aziz,Male,China,Non-religious,Lin,Female,India,Hindu,Rahul,Male
Ukraine,4,True,East Asia,Nepal,Hindu,Raj,Male,Ukraine,Christian,Olena,Female,Uzbekistan,Muslim,Azim,Male,China,Non-religious,Li,Female
Uzbekistan,4,True,East Asia,Uzbekistan,Muslim,Aziz,Male,Thailand,Budhist,Suda,Female,Ukraine,Christian,Olena,Female,China,Non-religious,Wei,Male
Vietnam,4,False,Southeast Asia,Uzbekistan,Muslim,Aziz,Male,Ukraine,Christian,Olena,Female,China,Non-religious,Wei,Male,Vietnam,Budhist,Minh,Female
Uzbekistan,4,True,East Asia,Uzbekistan,Muslim,Aziz,Male,Mexico,Christian,Diego,Male,India,Hindu,Priya,Female,China,Non-religious,Wei,Female
China,4,True,North America,Nepal,Hindu,Rajesh,Male,China,Non-religious,Li,Female,Uzbekistan,Muslim,Aziz,Male,Mexico,Christian,Carlos,Male
Uzbekistan,4,True,North America,Thailand,Budhist,Suri,Female,China,Non-religious,Wei,Male,Uzbekistan,Muslim,Azim,Male,Mexico,Christian,Carlos,Male
Vietnam,4,True,East Asia,Mexico,Christian,Carlos,Male,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Female
China,2,True,South Asia,China,Non-religious,Wei,Male,India,Hindu,Priya,Female,Uzbekistan,Muslim,Aziz,Male,Canada,Christian,Emily,Female
Nepal,4,True,East Asia,Uzbekistan,Muslim,Arman,Male,Nepal,Hindu,Priya,Female,Canada,Christian,Emily,Female,China,Non-religious,Wei,Male
Uzbekistan,3,True,North America,Uzbekistan,Muslim,Aziz,Male,China,Non-religious,Wei,Female,Canada,Christian,Emma,Female,Thailand,Budhist,Somporn,Male
Uzbekistan,4,True,East Asia,Canada,Christian,Derek,Male,Vietnam,Budhist,Mai,Female,Uzbekistan,Muslim,Aziz,Male,China,Non-religious,Liang,Female
Uzbekistan,3,True,East Asia,United States of America,Christian,Max,Male,India,Hindu,Priya,Female,China,Non-religious,Li,Female,Uzbekistan,Muslim,Rustam,Male
China,2,False,East Asia,United States of America,Christian,Emily,Female,China,Non-religious,Wei,Male,Nepal,Hindu,Rajesh,Male,Uzbekistan,Muslim,Akbar,Male
Thailand,4,True,North America,Thailand,Budhist,Somchai,Male,China,Non-religious,Mei,Female,Uzbekistan,Muslim,Aziz,Male,United States of America,Christian,Emily,Female
Uzbekistan,4,True,North America,Vietnam,Budhist,Minh,Male,China,Non-religious,Wei,Female,Uzbekistan,Muslim,Akbar,Male,United States of America,Christian,Emily,Female
China,3,True,Northern Europe,Uzbekistan,Muslim,Aziz,Male,China,Non-religious,Li,Female,Sweden,Christian,Ingrid,Female,India,Hindu,Rahul,Male
Sweden,2,True,East Asia,Nepal,Hindu,Aarav,Male,China,Non-religious,Li,Female,Uzbekistan,Muslim,Zara,Female,Sweden,Christian,Erik,Male
Sweden,2,True,East Asia,Thailand,Budhist,Somchai,Male,China,Non-religious,Li,Female,Sweden,Christian,Gustav,Male,Uzbekistan,Muslim,Aziz,Male
Sweden,3,True,East Asia,Uzbekistan,Muslim,Aziz,Male,Sweden,Christian,Ingrid,Female,China,Non-religious,Mei,Female,Vietnam,Budhist,Linh,Male
Uzbekistan,4,False,Central Asia,China,Non-religious,Mei,Female,United Kingdom,Christian,William,Male,India,Hindu,Raj,Male,Uzbekistan,Muslim,Aziz,Male
Uzbekistan,4,True,East Asia,Uzbekistan,Muslim,Aziz,Male,United Kingdom,Christian,Emily,Female,Nepal,Hindu,Rajesh,Male,China,Non-religious,Li,Female
Thailand,3,False,Southeast Asia,Uzbekistan,Muslim,Aziz,Male,United Kingdom,Christian,Emily,Female,Thailand,Budhist,Somchai,Male,China,Non-religious,Wei,Female
Uzbekistan,4,True,East Asia,Vietnam,Budhist,Linh,Female,United Kingdom,Christian,Oliver,Male,Uzbekistan,Muslim,Aziz,Male,China,Non-religious,Wei,Female
China,3,True,Central Asia,China,Non-religious,Mei,Female,Australia,Christian,Jack,Male,Uzbekistan,Muslim,Aziz,Male,India,Hindu,Rahul,Male
China,3,False,East Asia,Australia,Christian,Connor,Male,Nepal,Hindu,Raj,Male,China,Non-religious,Li,Female,Uzbekistan,Muslim,Aziz,Male
Thailand,3,True,Oceania,Thailand,Budhist,Somporn,Female,China,Non-religious,Wei,Male,Australia,Christian,Emma,Female,Uzbekistan,Muslim,Rashid,Male
Uzbekistan,3,True,East Asia,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Australia,Christian,Emma,Female
Papua New Guinea,2,True,East Asia,Uzbekistan,Muslim,Zafar,Male,China,Non-religious,Mei,Female,India,Hindu,Ravi,Male,Papua New Guinea,Christian,Gabriel,Male
Nepal,2,True,East Asia,Nepal,Hindu,Arjun,Male,China,Non-religious,Mei,Female,Uzbekistan,Muslim,Aziz,Male,Papua New Guinea,Christian,Kiko,Female
China,2,True,Central Asia,China,Non-religious,Wei,Male,Uzbekistan,Muslim,Akbar,Male,Papua New Guinea,Christian,Raka,Female,Thailand,Budhist,Sanya,Female
Uzbekistan,4,True,Southeast Asia,China,Non-religious,Mei,Female,Papua New Guinea,Christian,Gabriel,Male,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Linh,Female
China,4,False,East Asia,India,Hindu,Arjun,Male,Uzbekistan,Muslim,Zarina,Female,Brazil,Christian,Ricardo,Male,China,Non-religious,Wei,Female
Uzbekistan,3,True,East Asia,Brazil,Christian,Rafael,Male,Uzbekistan,Muslim,Aziz,Male,China,Non-religious,Mei,Female,Nepal,Hindu,Prakash,Male
Thailand,3,True,East Asia,Thailand,Budhist,Somchai,Male,Uzbekistan,Muslim,Aziz,Male,China,Non-religious,Mei,Female,Brazil,Christian,Rafael,Male
China,4,True,Southeast Asia,Uzbekistan,Muslim,Azim,Male,China,Non-religious,Li,Female,Brazil,Christian,Pedro,Male,Vietnam,Budhist,Minh,Female
Colombia,4,True,East Asia,Colombia,Christian,Carlos,Male,India,Hindu,Priya,Female,Uzbekistan,Muslim,Akmal,Male,China,Non-religious,Wei,Female
Colombia,3,True,East Asia,Colombia,Christian,Carlos,Male,Uzbekistan,Muslim,Azim,Male,China,Non-religious,Mei,Female,Nepal,Hindu,Raj,Male
Colombia,2,True,East Asia,Colombia,Christian,Carlos,Male,China,Non-religious,Mei,Female,Thailand,Budhist,Somchai,Male,Uzbekistan,Muslim,Rustam,Male
Uzbekistan,2,True,East Asia,Colombia,Christian,Carlos,Male,China,Non-religious,Mei,Female,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Aziz,Male
China,2,False,East Asia,India,Hindu,Raj,Male,China,Non-religious,Li,Female,Georgia,Christian,Nino,Male,Uzbekistan,Muslim,Aziz,Male
Thailand,3,True,East Asia,Uzbekistan,Muslim,Aziz,Male,Thailand,Budhist,Somchai,Male,China,Non-religious,Wei,Female,India,Hindu,Priya,Female
India,3,True,East Asia,Vietnam,Budhist,Linh,Female,India,Hindu,Raj,Male,China,Non-religious,Wei,Male,Uzbekistan,Muslim,Aziz,Male
Philippines,3,True,East Asia,Uzbekistan,Muslim,Aziz,Male,Philippines,Christian,Maria,Female,China,Non-religious,Li,Male,India,Hindu,Raj,Male
China,3,True,Southeast Europe,India,Hindu,Arjun,Male,Uzbekistan,Muslim,Zafar,Male,Greece,Christian,Elena,Female,China,Non-religious,Li,Female
China,4,True,Southern Africa,India,Hindu,Arjun,Male,Uzbekistan,Muslim,Zara,Female,China,Non-religious,Li,Male,South Africa,Christian,Willem,Male
India,3,True,East Asia,India,Hindu,Rajesh,Male,Uzbekistan,Muslim,Azim,Male,China,Non-religious,Mei,Female,Italy,Christian,Marco,Male
Uzbekistan,3,True,South Asia,Nigeria,Christian,Chidi,Male,China,Non-religious,Mei,Female,India,Hindu,Priya,Female,Uzbekistan,Muslim,Azim,Male
India,4,False,South Asia,Uzbekistan,Muslim,Aziz,Male,China,Non-religious,Wei,Female,France,Christian,Claire,Female,India,Hindu,Rahul,Male
China,3,True,Western Europe,China,Non-religious,Wei,Male,Uzbekistan,Muslim,Aziz,Female,Germany,Christian,Klaus,Male,India,Hindu,Priya,Female
Georgia,4,True,East Asia,Uzbekistan,Muslim,Rashid,Male,Nepal,Hindu,Anaya,Female,Georgia,Christian,Giorgi,Male,China,Non-religious,Wei,Female
Nepal,3,True,Central Asia,China,Non-religious,Mei,Female,Nepal,Hindu,Rajesh,Male,Uzbekistan,Muslim,Akmal,Male,Thailand,Budhist,Somchai,Male
Vietnam,3,True,East Asia,Nepal,Hindu,Aarav,Male,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Uzbekistan,Muslim,Aziz,Male
Philippines,3,True,East Asia,Nepal,Hindu,Arun,Male,Uzbekistan,Muslim,Zara,Female,China,Non-religious,Li,Male,Philippines,Christian,Maria,Female
Uzbekistan,3,True,East Asia,Uzbekistan,Muslim,Aziz,Male,Nepal,Hindu,Rajesh,Male,China,Non-religious,Li,Female,Greece,Christian,Helena,Female
Uzbekistan,3,False,Central Asia,China,Non-religious,Mei,Female,South Africa,Christian,Johan,Male,Uzbekistan,Muslim,Aziz,Male,Nepal,Hindu,Rajesh,Male
China,2,True,Southern Europe,Uzbekistan,Muslim,Akbar,Male,Italy,Christian,Sofia,Female,Nepal,Hindu,Raj,Male,China,Non-religious,Wei,Female
Uzbekistan,2,False,Central Asia,Nepal,Hindu,Arjun,Male,Uzbekistan,Muslim,Zarina,Female,China,Non-religious,Lin,Male,Nigeria,Christian,Chidi,Male
Nepal,4,True,Western Europe,Uzbekistan,Muslim,Akmal,Male,Nepal,Hindu,Rajesh,Male,China,Non-religious,Li,Female,France,Christian,Sophie,Female
Uzbekistan,4,True,East Asia,Nepal,Hindu,Prakash,Male,Uzbekistan,Muslim,Aziz,Male,Germany,Christian,Klaus,Male,China,Non-religious,Wei,Female
Georgia,2,True,Southeast Asia,China,Non-religious,Wei,Male,Thailand,Budhist,Siri,Female,Uzbekistan,Muslim,Aziz,Male,Georgia,Christian,Nino,Female
Vietnam,2,True,East Asia,Uzbekistan,Muslim,Aziz,Male,China,Non-religious,Li,Female,Georgia,Christian,Giorgi,Male,Vietnam,Budhist,Minh,Female
Thailand,3,True,East Asia,Thailand,Budhist,Somchai,Male,Greece,Christian,Elena,Female,China,Non-religious,Wei,Male,Uzbekistan,Muslim,Aziz,Male
South Africa,2,True,East Asia,Thailand,Budhist,Sirina,Female,China,Non-religious,Wong,Male,Uzbekistan,Muslim,Azim,Male,South Africa,Christian,Hendrik,Male
Uzbekistan,4,True,East Asia,Italy,Christian,Marco,Male,Uzbekistan,Muslim,Aziz,Male,Thailand,Budhist,Suri,Female,China,Non-religious,Wei,Female
Nigeria,3,True,East Asia,Uzbekistan,Muslim,Zafar,Male,Thailand,Budhist,Somchai,Female,China,Non-religious,Mei,Female,Nigeria,Christian,Emmanuel,Male
Thailand,4,True,East Asia,Thailand,Budhist,Sanya,Female,Uzbekistan,Muslim,Aziz,Male,France,Christian,Claire,Female,China,Non-religious,Wei,Male
China,3,False,East Asia,Thailand,Budhist,Sopa,Female,Germany,Christian,Hans,Male,China,Non-religious,Li,Male,Uzbekistan,Muslim,Aziz,Male
China,4,True,Central Asia,China,Non-religious,Mei,Female,Vietnam,Budhist,Trang,Female,Greece,Christian,Nikos,Male,Uzbekistan,Muslim,Azim,Male
Uzbekistan,2,True,Southeast Asia,Uzbekistan,Muslim,Akmal,Male,Vietnam,Budhist,Linh,Female,South Africa,Christian,Willem,Male,China,Non-religious,Wei,Female
Vietnam,3,True,Southern Europe,China,Non-religious,Wei,Male,Vietnam,Budhist,Linh,Female,Italy,Christian,Marco,Male,Uzbekistan,Muslim,Akmal,Male
Nigeria,2,True,Southeast Asia,China,Non-religious,Mei,Female,Vietnam,Budhist,Trang,Male,Uzbekistan,Muslim,Aziz,Male,Nigeria,Christian,Chidi,Female
China,4,True,Western Europe,China,Non-religious,Li,Female,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Minh,Female,France,Christian,Claude,Male
Germany,4,True,East Asia,Vietnam,Budhist,Mai,Female,Uzbekistan,Muslim,Azim,Male,Germany,Christian,Hans,Male,China,Non-religious,Li,Female
India,3,True,Eastern Europe,Uzbekistan,Muslim,Zara,Female,India,Hindu,Rajesh,Male,Romania,Christian,Elena,Female,Japan,Shintoist,Hiroshi,Male
Nepal,3,True,Central Asia,Romania,Christian,Radu,Male,Japan,Shintoist,Akira,Female,Uzbekistan,Muslim,Jasur,Male,Nepal,Hindu,Priya,Female
Thailand,3,True,East Asia,Uzbekistan,Muslim,Aziz,Male,Romania,Christian,Elena,Female,Japan,Shintoist,Keiko,Female,Thailand,Budhist,Somchai,Male
Japan,3,True,Eastern Europe,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Akmal,Male,Romania,Christian,Elena,Female,Japan,Shintoist,Kenji,Male
India,3,True,Central Asia,Russian Federation,Christian,Nikolai,Male,India,Hindu,Priya,Female,Uzbekistan,Muslim,Azim,Male,Japan,Shintoist,Keiko,Female
Uzbekistan,3,True,East Asia,Uzbekistan,Muslim,Rashid,Male,Russian Federation,Christian,Natalia,Female,Japan,Shintoist,Hiro,Male,Nepal,Hindu,Arun,Male
Thailand,3,True,Eastern Europe,Japan,Shintoist,Akira,Male,Uzbekistan,Muslim,Zara,Female,Russian Federation,Christian,Nikolai,Male,Thailand,Budhist,Somchai,Male
Japan,2,True,Eastern Europe,Japan,Shintoist,Keiko,Female,Russian Federation,Christian,Sergei,Male,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Minh,Female
Ukraine,3,True,Central Asia,India,Hindu,Arjun,Male,Ukraine,Christian,Olena,Female,Uzbekistan,Muslim,Rashid,Male,Japan,Shintoist,Hana,Female
Uzbekistan,4,True,Eastern Europe,Japan,Shintoist,Keiko,Female,Uzbekistan,Muslim,Aziz,Male,Nepal,Hindu,Pranav,Male,Ukraine,Christian,Olena,Female
Uzbekistan,3,True,East Asia,Uzbekistan,Muslim,Aziz,Male,Thailand,Budhist,Siri,Female,Japan,Shintoist,Keiko,Female,Ukraine,Christian,Yaroslav,Male
Uzbekistan,2,True,Southeast Asia,Ukraine,Christian,Petro,Male,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Yuki,Female,Uzbekistan,Muslim,Aziz,Male
India,3,False,South Asia,Uzbekistan,Muslim,Rashid,Male,Mexico,Christian,Carlos,Male,India,Hindu,Priya,Female,Japan,Shintoist,Keiko,Female
Japan,4,True,Central Asia,Japan,Shintoist,Akira,Male,Mexico,Christian,Maria,Female,Nepal,Hindu,Karma,Male,Uzbekistan,Muslim,Rashid,Male
Uzbekistan,4,True,North America,Thailand,Budhist,Sombat,Male,Japan,Shintoist,Akira,Female,Uzbekistan,Muslim,Aziz,Male,Mexico,Christian,Diego,Male
Mexico,4,True,Southeast Asia,Uzbekistan,Muslim,Rashid,Male,Japan,Shintoist,Hana,Female,Mexico,Christian,Miguel,Male,Vietnam,Budhist,Linh,Female
Japan,4,True,North America,Japan,Shintoist,Akira,Male,India,Hindu,Priya,Female,Uzbekistan,Muslim,Rashid,Male,Canada,Christian,Emily,Female
Canada,2,True,Central Asia,Japan,Shintoist,Keiko,Female,Uzbekistan,Muslim,Aziz,Male,Canada,Christian,Sarah,Female,Nepal,Hindu,Raj,Male
Canada,3,True,East Asia,Canada,Christian,Marcus,Male,Uzbekistan,Muslim,Aziz,Male,Japan,Shintoist,Hana,Female,Thailand,Budhist,Somchai,Male
Uzbekistan,3,False,Central Asia,Japan,Shintoist,Keiko,Female,Canada,Christian,Michael,Male,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Linh,Female
United States of America,4,True,South Asia,Uzbekistan,Muslim,Azim,Male,United States of America,Christian,Sarah,Female,Japan,Shintoist,Keiko,Female,India,Hindu,Raj,Male
United States of America,1,True,East Asia,Japan,Shintoist,Keiko,Female,Nepal,Hindu,Rajesh,Male,Uzbekistan,Muslim,Aziz,Male,United States of America,Christian,Emily,Female
Japan,2,False,East Asia,Uzbekistan,Muslim,Akira,Male,Japan,Shintoist,Fatima,Female,United States of America,Christian,Jack,Male,Thailand,Budhist,Somporn,Female
Japan,4,True,North America,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Keiko,Female,Uzbekistan,Muslim,Aziz,Male,United States of America,Christian,Jack,Male
India,3,True,Central Asia,India,Hindu,Rajesh,Male,Sweden,Christian,Astrid,Female,Uzbekistan,Muslim,Kamil,Male,Japan,Shintoist,Hiro,Male
Japan,2,False,East Asia,Sweden,Christian,Erik,Male,Japan,Shintoist,Hiro,Male,Uzbekistan,Muslim,Azam,Male,Nepal,Hindu,Prakash,Male
Thailand,3,False,Southeast Asia,Japan,Shintoist,Keiko,Female,Uzbekistan,Muslim,Aziz,Male,Thailand,Budhist,Somchai,Male,Sweden,Christian,Linnea,Female
Japan,4,True,Southeast Asia,Sweden,Christian,Erik,Male,Japan,Shintoist,Keiko,Female,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Linh,Female
India,4,False,South Asia,Uzbekistan,Muslim,Aziz,Male,United Kingdom,Christian,Emily,Female,Japan,Shintoist,Hiroshi,Male,India,Hindu,Priya,Female
Nepal,4,False,South Asia,Uzbekistan,Muslim,Aziz,Male,United Kingdom,Christian,Elizabeth,Female,Japan,Shintoist,Hiroshi,Male,Nepal,Hindu,Ramesh,Male
Japan,4,False,East Asia,United Kingdom,Christian,Elizabeth,Female,Uzbekistan,Muslim,Akbar,Male,Thailand,Budhist,Suri,Female,Japan,Shintoist,Keiko,Female
Japan,3,True,Central Asia,United Kingdom,Christian,Elizabeth,Female,Japan,Shintoist,Keiko,Female,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Minh,Male
Australia,4,True,East Asia,India,Hindu,Rahul,Male,Australia,Christian,Sarah,Female,Uzbekistan,Muslim,Aziz,Male,Japan,Shintoist,Keiko,Female
Japan,4,True,Oceania,Uzbekistan,Muslim,Aziz,Male,Japan,Shintoist,Hana,Female,Nepal,Hindu,Rajesh,Male,Australia,Christian,Emma,Female
Australia,3,True,East Asia,Uzbekistan,Muslim,Azim,Male,Thailand,Budhist,Somporn,Female,Japan,Shintoist,Keiko,Female,Australia,Christian,Daniel,Male
Vietnam,4,True,Oceania,Vietnam,Budhist,Hung,Male,Japan,Shintoist,Keiko,Female,Uzbekistan,Muslim,Rashid,Male,Australia,Christian,Emma,Female
Papua New Guinea,3,True,Central Asia,India,Hindu,Arjun,Male,Japan,Shintoist,Hana,Female,Uzbekistan,Muslim,Aziz,Male,Papua New Guinea,Christian,Gabriel,Female
Uzbekistan,3,True,East Asia,Uzbekistan,Muslim,Aziz,Male,Nepal,Hindu,Raj,Male,Japan,Shintoist,Hiro,Female,Papua New Guinea,Christian,Gabriel,Male
Thailand,4,True,East Asia,Thailand,Budhist,Somchai,Male,Uzbekistan,Muslim,Aziz,Male,Papua New Guinea,Christian,Kala,Female,Japan,Shintoist,Hiro,Male
Papua New Guinea,4,True,East Asia,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Rashid,Male,Papua New Guinea,Christian,Kela,Male,Japan,Shintoist,Akira,Female
Uzbekistan,3,True,South America,Japan,Shintoist,Keiko,Female,India,Hindu,Ravi,Male,Brazil,Christian,Carlos,Male,Uzbekistan,Muslim,Aziz,Male
Uzbekistan,4,True,South Asia,Uzbekistan,Muslim,Aziz,Male,Japan,Shintoist,Hana,Female,Brazil,Christian,Carlos,Male,Nepal,Hindu,Raj,Male
Thailand,2,False,Southeast Asia,Brazil,Christian,Rafael,Male,Thailand,Budhist,Somchai,Male,Uzbekistan,Muslim,Aziz,Female,Japan,Shintoist,Akira,Female
Japan,2,False,East Asia,Brazil,Christian,Carlos,Male,Japan,Shintoist,Akira,Female,Uzbekistan,Muslim,Rashid,Male,Vietnam,Budhist,Linh,Female
Colombia,2,True,South Asia,Colombia,Christian,Diego,Male,India,Hindu,Aanya,Female,Uzbekistan,Muslim,Rashid,Male,Japan,Shintoist,Hana,Female
Japan,4,True,Central Asia,Colombia,Christian,Carlos,Male,Nepal,Hindu,Aarav,Male,Japan,Shintoist,Keiko,Female,Uzbekistan,Muslim,Aziz,Male
Colombia,3,True,Southeast Asia,Uzbekistan,Muslim,Zafar,Male,Colombia,Christian,Maria,Female,Thailand,Budhist,Sombat,Male,Japan,Shintoist,Keiko,Female
Vietnam,4,True,South America,Vietnam,Budhist,Minh,Male,Japan,Shintoist,Akira,Female,Uzbekistan,Muslim,Rustam,Male,Colombia,Christian,Isabella,Female
Japan,2,True,South Asia,Georgia,Christian,David,Male,India,Hindu,Priya,Female,Uzbekistan,Muslim,Rashid,Male,Japan,Shintoist,Keiko,Female
Uzbekistan,3,False,Central Asia,India,Hindu,Priya,Female,Japan,Shintoist,Keiko,Female,Uzbekistan,Muslim,Aziz,Male,Thailand,Budhist,Somchai,Male
