location,criminal,criminal_is_migrant,criminal_region,origin1,religion1,name1,gender1,origin2,religion2,name2,gender2,origin3,religion3,name3,gender3,origin4,religion4,name4,gender4
India,3,True,Central Asia,Germany,Christian,Klaus,Male,Japan,Shintoist,Akira,Female,Uzbekistan,Muslim,Rashid,Male,India,Hindu,Priya,Female
Georgia,3,False,South Caucasus,Uzbekistan,Muslim,Aziz,Male,Japan,Shintoist,Hana,Female,Georgia,Christian,Giorgi,Male,Nepal,Hindu,Priya,Female
Thailand,2,True,East Asia,Nepal,Hindu,Arjun,Male,Japan,Shintoist,Yuki,Female,Uzbekistan,Muslim,Aziz,Male,Thailand,Budhist,Somchai,Male
Vietnam,3,True,South Asia,Japan,Shintoist,Akira,Male,Vietnam,Budhist,Linh,Female,Nepal,Hindu,Rajesh,Male,Uzbekistan,Muslim,Azim,Male
Uzbekistan,4,True,East Asia,Uzbekistan,Muslim,Aziz,Male,Philippines,Christian,Maria,Female,Nepal,Hindu,Rajesh,Male,Japan,Shintoist,Keiko,Female
Japan,1,True,Southeast Europe,Greece,Christian,Nikos,Male,Nepal,Hindu,Rajesh,Male,Japan,Shintoist,Akira,Female,Uzbekistan,Muslim,Farid,Male
South Africa,2,True,Central Asia,Japan,Shintoist,Keiko,Female,Uzbekistan,Muslim,Azim,Male,Nepal,Hindu,Raj,Male,South Africa,Christian,Willem,Male
Japan,4,False,East Asia,Italy,Christian,Marco,Male,Nepal,Hindu,Rajesh,Male,Uzbekistan,Muslim,Azim,Male,Japan,Shintoist,Keiko,Female
Uzbekistan,3,True,West Africa,Nepal,Hindu,Rajesh,Male,Japan,Shintoist,Akira,Female,Nigeria,Christian,Chidi,Male,Uzbekistan,Muslim,Aziz,Male
France,2,False,Western Europe,Japan,Shintoist,Keiko,Female,France,Christian,Pierre,Male,Nepal,Hindu,Raj,Male,Uzbekistan,Muslim,Aziz,Male
Germany,4,True,South Asia,Japan,Shintoist,Hiroshi,Male,Uzbekistan,Muslim,Aziz,Male,Germany,Christian,Klaus,Male,Nepal,Hindu,Priya,Female
Georgia,2,False,South Caucasus,Uzbekistan,Muslim,Nadir,Male,Georgia,Christian,Lasha,Male,Japan,Shintoist,Akira,Female,Thailand,Budhist,Somchai,Male
Vietnam,4,True,Central Asia,Japan,Shintoist,Hideo,Male,Vietnam,Budhist,Linh,Female,Georgia,Christian,Nikoloz,Male,Uzbekistan,Muslim,Rashid,Male
Japan,4,True,Southeast Europe,Thailand,Budhist,Somchai,Male,Japan,Shintoist,Hiroshi,Male,Uzbekistan,Muslim,Aziz,Female,Greece,Christian,Elena,Female
South Africa,3,True,East Asia,Uzbekistan,Muslim,Zara,Female,South Africa,Christian,Johan,Male,Japan,Shintoist,Hiro,Male,Thailand,Budhist,Somchai,Male
Italy,2,True,East Asia,Uzbekistan,Muslim,Akmal,Male,Japan,Shintoist,Yuki,Female,Italy,Christian,Marco,Male,Thailand,Budhist,Somchai,Male
Uzbekistan,3,True,East Asia,Nigeria,Christian,Chidi,Male,Uzbekistan,Muslim,Aziz,Male,Japan,Shintoist,Yuki,Female,Thailand,Budhist,Somchai,Male
Uzbekistan,3,True,East Asia,Uzbekistan,Muslim,Aziz,Male,France,Christian,Sophie,Female,Japan,Shintoist,Keiko,Female,Thailand,Budhist,Somchai,Male
Uzbekistan,3,False,Central Asia,Japan,Shintoist,Hiro,Male,Thailand,Budhist,Suri,Female,Uzbekistan,Muslim,Aziz,Male,Germany,Christian,Klaus,Male
Uzbekistan,2,True,East Asia,Uzbekistan,Muslim,Aziz,Male,Japan,Shintoist,Keiko,Female,Greece,Christian,Nikos,Male,Vietnam,Budhist,Linh,Female
Uzbekistan,3,True,Southeast Asia,Japan,Shintoist,Hideo,Male,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Linh,Female,South Africa,Christian,Willem,Male
Uzbekistan,3,True,Southeast Asia,Uzbekistan,Muslim,Aziz,Male,Italy,Christian,Giovanni,Male,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Hiro,Male
Nigeria,3,True,East Asia,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Aziz,Male,Japan,Shintoist,Keiko,Female,Nigeria,Christian,Chidi,Male
Japan,4,True,Southeast Asia,France,Christian,Olivier,Male,Uzbekistan,Muslim,Aziz,Male,Japan,Shintoist,Yuki,Female,Vietnam,Budhist,Minh,Female
Japan,3,False,East Asia,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Aziz,Male,Japan,Shintoist,Keiko,Female,Germany,Christian,Hans,Male
Uzbekistan,4,True,Southeast Asia,India,Hindu,Arjun,Male,Korea (South),Christian,Joon,Female,Uzbekistan,Muslim,Aziz,Male,Thailand,Budhist,Somchai,Female
Korea (South),3,True,Southeast Asia,Korea (South),Christian,Jiyoon,Female,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Linh,Female,India,Hindu,Rajesh,Male
Thailand,3,True,Central Asia,Thailand,Budhist,Suthin,Male,Korea (South),Christian,Jae,Male,Uzbekistan,Muslim,Dilrabo,Female,Nepal,Hindu,Ankit,Male
Vietnam,3,False,Southeast Asia,Nepal,Hindu,Raj,Male,Korea (South),Christian,Soo,Female,Vietnam,Budhist,Minh,Male,Uzbekistan,Muslim,Aziz,Male
Uzbekistan,4,True,Eastern Europe,Uzbekistan,Muslim,Rashid,Male,Thailand,Budhist,Suri,Female,India,Hindu,Priya,Female,Romania,Christian,Adrian,Male
India,3,True,Eastern Europe,Vietnam,Budhist,Minh,Female,India,Hindu,Rahul,Male,Romania,Christian,Elena,Female,Uzbekistan,Muslim,Azim,Male
Romania,3,False,Eastern Europe,Thailand,Budhist,Somchai,Male,Nepal,Hindu,Asha,Female,Romania,Christian,Elena,Female,Uzbekistan,Muslim,Aziz,Male
Uzbekistan,4,False,Central Asia,Nepal,Hindu,Rajesh,Male,Vietnam,Budhist,Linh,Female,Romania,Christian,Elena,Female,Uzbekistan,Muslim,Azamat,Male
Uzbekistan,1,True,Southeast Asia,Thailand,Budhist,Sanya,Female,Uzbekistan,Muslim,Aziz,Male,Russian Federation,Christian,Nikolai,Male,India,Hindu,Rahul,Male
India,3,True,Southeast Asia,Uzbekistan,Muslim,Akbar,Male,India,Hindu,Rajesh,Male,Vietnam,Budhist,Linh,Female,Russian Federation,Christian,Dmitri,Male
Uzbekistan,2,False,Central Asia,Nepal,Hindu,Adit,Male,Uzbekistan,Muslim,Zarina,Female,Thailand,Budhist,Somchai,Male,Russian Federation,Christian,Dmitri,Male
Vietnam,3,True,Eastern Europe,Vietnam,Budhist,Minh,Male,Nepal,Hindu,Priya,Female,Russian Federation,Christian,Dmitri,Male,Uzbekistan,Muslim,Rashid,Male
Thailand,2,False,Southeast Asia,India,Hindu,Raj,Male,Thailand,Budhist,Somchai,Male,Uzbekistan,Muslim,Aziz,Female,Ukraine,Christian,Olena,Female
Vietnam,4,True,Central Asia,India,Hindu,Anil,Male,Ukraine,Christian,Natasha,Female,Vietnam,Budhist,Trang,Female,Uzbekistan,Muslim,Aziz,Male
Uzbekistan,3,True,South Asia,Uzbekistan,Muslim,Aziz,Male,Ukraine,Christian,Olena,Female,Nepal,Hindu,Priya,Female,Thailand,Budhist,Sombat,Male
Nepal,3,True,Southeast Asia,Nepal,Hindu,Raj,Male,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Linh,Female,Ukraine,Christian,Olena,Female
Uzbekistan,4,True,South Asia,Mexico,Christian,Diego,Male,Thailand,Budhist,Siri,Female,Uzbekistan,Muslim,Aziz,Male,India,Hindu,Raj,Male
Mexico,4,True,South Asia,Uzbekistan,Muslim,Azim,Male,Mexico,Christian,Carlos,Male,Vietnam,Budhist,Mai,Female,India,Hindu,Priya,Female
Uzbekistan,2,True,South Asia,Mexico,Christian,Carlos,Male,Nepal,Hindu,Rajesh,Male,Thailand,Budhist,Suda,Female,Uzbekistan,Muslim,Aziz,Male
Uzbekistan,4,True,Southeast Asia,Uzbekistan,Muslim,Aziz,Male,Mexico,Christian,Diego,Male,Nepal,Hindu,Rajesh,Male,Vietnam,Budhist,Linh,Female
Canada,2,True,South Asia,Uzbekistan,Muslim,Rashid,Male,India,Hindu,Priya,Female,Canada,Christian,Eric,Male,Thailand,Budhist,Somporn,Female
India,4,True,North America,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Aziz,Male,India,Hindu,Priya,Female,Canada,Christian,Emily,Female
Nepal,3,False,South Asia,Uzbekistan,Muslim,Azim,Male,Canada,Christian,Emma,Female,Nepal,Hindu,Raj,Male,Thailand,Budhist,Somchai,Female
Nepal,4,True,Southeast Asia,Canada,Christian,Jacob,Male,Nepal,Hindu,Rajesh,Male,Uzbekistan,Muslim,Alisher,Male,Vietnam,Budhist,Mai,Female
Thailand,3,True,South Asia,United States of America,Christian,Jack,Male,Uzbekistan,Muslim,Aziz,Male,India,Hindu,Priya,Female,Thailand,Budhist,Somchai,Male
India,3,True,North America,Uzbekistan,Muslim,Akmal,Male,Vietnam,Budhist,Linh,Female,United States of America,Christian,Jacob,Male,India,Hindu,Priya,Female
Thailand,3,True,Central Asia,Thailand,Budhist,Somchai,Male,United States of America,Christian,Emily,Female,Uzbekistan,Muslim,Rashid,Male,Nepal,Hindu,Priya,Female
United States of America,2,True,Southeast Asia,United States of America,Christian,Sarah,Female,Vietnam,Budhist,Minh,Male,Nepal,Hindu,Raj,Male,Uzbekistan,Muslim,Akmal,Male
Uzbekistan,3,True,Southeast Asia,India,Hindu,Arjun,Male,Sweden,Christian,Ingrid,Female,Thailand,Budhist,Somchai,Male,Uzbekistan,Muslim,Aziz,Male
Vietnam,2,True,South Asia,Sweden,Christian,Erik,Male,India,Hindu,Priya,Female,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Minh,Female
Thailand,3,True,Central Asia,Nepal,Hindu,Raj,Male,Thailand,Budhist,Suri,Female,Uzbekistan,Muslim,Aziz,Male,Sweden,Christian,Ingrid,Female
Vietnam,4,False,Southeast Asia,Sweden,Christian,Bjorn,Male,Uzbekistan,Muslim,Zara,Female,Nepal,Hindu,Raj,Male,Vietnam,Budhist,Mai,Female
Thailand,3,True,Northern Europe,India,Hindu,Aarav,Male,Thailand,Budhist,Somchai,Male,United Kingdom,Christian,Elizabeth,Female,Uzbekistan,Muslim,Rashid,Male
India,3,True,Northern Europe,Uzbekistan,Muslim,Azam,Male,India,Hindu,Priya,Female,United Kingdom,Christian,Oliver,Male,Vietnam,Budhist,Linh,Female
Thailand,4,True,Northern Europe,Uzbekistan,Muslim,Zara,Female,Thailand,Budhist,Somchai,Male,Nepal,Hindu,Rajesh,Male,United Kingdom,Christian,Emily,Female
United Kingdom,3,False,Northern Europe,Uzbekistan,Muslim,Alisher,Male,Nepal,Hindu,Aarav,Male,United Kingdom,Christian,Emily,Female,Vietnam,Budhist,Linh,Female
Uzbekistan,4,True,Southeast Asia,Australia,Christian,Emma,Female,Uzbekistan,Muslim,Rashid,Male,India,Hindu,Priya,Female,Thailand,Budhist,Somchai,Male
Uzbekistan,3,True,Oceania,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Linh,Female,Australia,Christian,Emma,Female,India,Hindu,Raj,Male
Uzbekistan,3,True,Southeast Asia,Nepal,Hindu,Aarav,Male,Australia,Christian,Emily,Female,Thailand,Budhist,Sura,Female,Uzbekistan,Muslim,Azim,Male
Uzbekistan,2,True,South Asia,Australia,Christian,Blake,Male,Nepal,Hindu,Priya,Female,Uzbekistan,Muslim,Azamat,Male,Vietnam,Budhist,Linh,Female
India,2,False,South Asia,Thailand,Budhist,Sombat,Male,India,Hindu,Priya,Female,Uzbekistan,Muslim,Aziz,Male,Papua New Guinea,Christian,Marcus,Male
Vietnam,4,True,South Asia,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Azim,Male,Papua New Guinea,Christian,Gabriel,Male,India,Hindu,Priya,Female
Uzbekistan,3,True,Southeast Asia,Uzbekistan,Muslim,Aziz,Male,Papua New Guinea,Christian,Gabriel,Male,Thailand,Budhist,Suri,Female,Nepal,Hindu,Raj,Male
Papua New Guinea,4,True,Central Asia,Nepal,Hindu,Arjun,Male,Vietnam,Budhist,Mai,Female,Papua New Guinea,Christian,Daniel,Male,Uzbekistan,Muslim,Aziz,Male
India,3,True,Southeast Asia,Brazil,Christian,Carlos,Male,India,Hindu,Priya,Female,Thailand,Budhist,Sombat,Male,Uzbekistan,Muslim,Rashid,Male
India,4,True,Central Asia,Vietnam,Budhist,Linh,Female,Brazil,Christian,Carlos,Male,India,Hindu,Rajesh,Male,Uzbekistan,Muslim,Azim,Male
Brazil,3,False,South America,Thailand,Budhist,Suri,Female,Uzbekistan,Muslim,Azim,Male,Brazil,Christian,Rafael,Male,Nepal,Hindu,Karma,Female
Uzbekistan,1,True,South America,Brazil,Christian,Carlos,Male,Uzbekistan,Muslim,Aziz,Male,Nepal,Hindu,Priya,Female,Vietnam,Budhist,Minh,Female
Uzbekistan,4,True,South America,Thailand,Budhist,Suthin,Male,Uzbekistan,Muslim,Aziz,Male,India,Hindu,Priya,Female,Colombia,Christian,Carlos,Male
Colombia,3,False,South America,India,Hindu,Arjun,Male,Uzbekistan,Muslim,Zafar,Male,Colombia,Christian,Elena,Female,Vietnam,Budhist,Mai,Female
Uzbekistan,3,True,South America,Uzbekistan,Muslim,Akmal,Male,Thailand,Budhist,Somporn,Female,Colombia,Christian,Carlos,Male,Nepal,Hindu,Rajesh,Male
Vietnam,3,True,South Asia,Colombia,Christian,Diego,Male,Uzbekistan,Muslim,Aziz,Male,Nepal,Hindu,Karma,Female,Vietnam,Budhist,Linh,Female
Georgia,2,True,South Asia,Thailand,Budhist,Siri,Female,India,Hindu,Ravi,Male,Uzbekistan,Muslim,Azim,Male,Georgia,Christian,Giorgi,Male
Uzbekistan,2,True,South Caucasus,India,Hindu,Raj,Male,Georgia,Christian,Nino,Female,Vietnam,Budhist,Mai,Female,Uzbekistan,Muslim,Aziz,Male
Thailand,3,True,Southeast Europe,India,Hindu,Arjun,Male,Uzbekistan,Muslim,Aziz,Male,Greece,Christian,Helena,Female,Thailand,Budhist,Somchai,Male
Thailand,4,True,South Asia,South Africa,Christian,Hendrik,Male,Uzbekistan,Muslim,Aziz,Male,Thailand,Budhist,Somporn,Female,India,Hindu,Priya,Female
Thailand,3,True,Central Asia,Italy,Christian,Marco,Male,Thailand,Budhist,Sirin,Female,Uzbekistan,Muslim,Azim,Male,India,Hindu,Priya,Female
India,3,True,West Africa,Thailand,Budhist,Sombat,Male,India,Hindu,Priya,Female,Nigeria,Christian,Chidi,Male,Uzbekistan,Muslim,Aziz,Male
Thailand,3,True,Western Europe,Uzbekistan,Muslim,Aziz,Male,Thailand,Budhist,Somchai,Male,France,Christian,Lea,Female,India,Hindu,Raj,Male
Thailand,3,True,South Asia,Uzbekistan,Muslim,Azim,Male,Thailand,Budhist,Somchai,Male,India,Hindu,Vikram,Female,Germany,Christian,Klaus,Male
Vietnam,3,False,Southeast Asia,Greece,Christian,Nikos,Male,Uzbekistan,Muslim,Aziz,Male,Vietnam,Budhist,Mai,Female,India,Hindu,Raj,Male
South Africa,3,True,South Asia,Vietnam,Budhist,Linh,Female,South Africa,Christian,Johannes,Male,India,Hindu,Priya,Female,Uzbekistan,Muslim,Azim,Male
Vietnam,2,True,South Asia,Uzbekistan,Muslim,Rashid,Male,India,Hindu,Priya,Female,Italy,Christian,Marco,Male,Vietnam,Budhist,Linh,Female
Uzbekistan,4,True,South Asia,Nigeria,Christian,Chidi,Male,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Aziz,Male,India,Hindu,Priya,Female
Vietnam,4,True,Western Europe,Vietnam,Budhist,Linh,Female,India,Hindu,Rahul,Male,Uzbekistan,Muslim,Amir,Male,France,Christian,Sophie,Female
Uzbekistan,3,True,South Asia,Vietnam,Budhist,Minh,Male,Germany,Christian,Klaus,Male,India,Hindu,Priya,Female,Uzbekistan,Muslim,Aziz,Male
Thailand,3,True,South Asia,Uzbekistan,Muslim,Aziz,Male,Thailand,Budhist,Somchai,Male,Nepal,Hindu,Rajesh,Male,Georgia,Christian,Nino,Female
Vietnam,3,True,South Caucasus,Nepal,Hindu,Arjun,Male,Uzbekistan,Muslim,Aziz,Male,Georgia,Christian,Nino,Female,Vietnam,Budhist,Tuan,Male
Nepal,4,True,Southeast Asia,Nepal,Hindu,Rajesh,Male,Greece,Christian,Helena,Female,Uzbekistan,Muslim,Azim,Male,Thailand,Budhist,Suri,Female
Uzbekistan,4,True,Southeast Asia,Nepal,Hindu,Rajesh,Male,Uzbekistan,Muslim,Aziz,Male,South Africa,Christian,Thandi,Female,Thailand,Budhist,Somchai,Male
Italy,4,False,Southern Europe,Thailand,Budhist,Sombat,Male,Nepal,Hindu,Rajesh,Male,Uzbekistan,Muslim,Aziz,Male,Italy,Christian,Elena,Female
Uzbekistan,3,True,South Asia,Thailand,Budhist,Suri,Female,Nigeria,Christian,Chidi,Male,Nepal,Hindu,Rajesh,Male,Uzbekistan,Muslim,Azim,Male
France,4,True,South Asia,Thailand,Budhist,Chana,Female,Uzbekistan,Muslim,Rashid,Male,France,Christian,Marie,Female,Nepal,Hindu,Prakash,Male
Uzbekistan,3,False,Central Asia,Germany,Christian,Klaus,Male,Nepal,Hindu,Asha,Female,Uzbekistan,Muslim,Aziz,Male,Thailand,Budhist,Somchai,Male
Greece,4,True,Central Asia,Nepal,Hindu,Arjun,Male,Greece,Christian,Elena,Female,Vietnam,Budhist,Mai,Female,Uzbekistan,Muslim,Rustam,Male
Vietnam,4,False,Southeast Asia,Uzbekistan,Muslim,Rashid,Male,South Africa,Christian,Emma,Female,Nepal,Hindu,Priya,Female,Vietnam,Budhist,Minh,Male
Uzbekistan,2,True,Southeast Asia,Italy,Christian,Marco,Male,Vietnam,Budhist,Linh,Female,Nepal,Hindu,Raj,Male,Uzbekistan,Muslim,Aziz,Male
Nepal,4,False,South Asia,Nigeria,Christian,Chukwu,Male,Vietnam,Budhist,Linh,Female,Uzbekistan,Muslim,Aziz,Male,Nepal,Hindu,Rajesh,Male
Nepal,3,True,Southeast Asia,Uzbekistan,Muslim,Rashid,Male,France,Christian,Claire,Female,Vietnam,Budhist,Minh,Female,Nepal,Hindu,Prakash,Male
Uzbekistan,3,True,Southeast Asia,Nepal,Hindu,Arjun,Male,Uzbekistan,Muslim,Zarina,Female,Vietnam,Budhist,Mai,Female,Germany,Christian,Klaus,Male
India,3,True,Central Europe,China,Non-religious,Li,Male,Iran,Muslim,Amir,Male,Czechia,Christian,Jana,Female,India,Hindu,Rahul,Male
Czechia,3,False,Central Europe,China,Non-religious,Mei,Female,Iran,Muslim,Reza,Male,Czechia,Christian,Karel,Male,Nepal,Hindu,Arjun,Male
Czechia,2,True,Middle East,China,Non-religious,Wei,Male,Iran,Muslim,Amir,Male,Thailand,Budhist,Suri,Female,Czechia,Christian,Jana,Female
Iran,1,True,East Asia,China,Non-religious,Mei,Female,Vietnam,Budhist,Linh,Female,Iran,Muslim,Reza,Male,Czechia,Christian,Jana,Female
Czechia,3,True,South Asia,China,Non-religious,Li,Male,Iraq,Muslim,Farah,Female,India,Hindu,Rajesh,Male,Czechia,Christian,Katerina,Female
Czechia,2,True,East Asia,Czechia,Christian,Josef,Male,China,Non-religious,Mei,Female,Iraq,Muslim,Khalid,Male,Nepal,Hindu,Ravi,Male
China,4,False,East Asia,Thailand,Budhist,Somchai,Male,Czechia,Christian,Jakub,Male,Iraq,Muslim,Fatima,Female,China,Non-religious,Li,Female
Czechia,2,True,East Asia,Czechia,Christian,Jakub,Male,China,Non-religious,Li,Female,Iraq,Muslim,Farid,Male,Vietnam,Budhist,Mai,Female
India,3,True,Middle East,China,Non-religious,Mei,Female,Czechia,Christian,Jakub,Male,Turkey,Muslim,Aylin,Female,India,Hindu,Rahul,Male
Czechia,2,True,East Asia,Czechia,Christian,Jakub,Male,China,Non-religious,Li,Female,Nepal,Hindu,Aarav,Male,Turkey,Muslim,Eren,Male
Turkey,3,True,East Asia,Turkey,Muslim,Aylin,Female,Czechia,Christian,Jakub,Male,China,Non-religious,Li,Female,Thailand,Budhist,Somchai,Male
Turkey,4,True,East Asia,Turkey,Muslim,Ayse,Female,Czechia,Christian,Josef,Male,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male
Czechia,1,True,East Asia,China,Non-religious,Mei,Female,Algeria,Muslim,Karim,Male,Czechia,Christian,Pavel,Male,India,Hindu,Raj,Male
Czechia,3,True,North Africa,Czechia,Christian,Jakub,Male,China,Non-religious,Wei,Female,Algeria,Muslim,Karim,Male,Nepal,Hindu,Rajesh,Male
Czechia,4,True,East Asia,Algeria,Muslim,Karim,Male,Czechia,Christian,Jana,Female,Thailand,Budhist,Somchai,Male,China,Non-religious,Li,Female
China,4,True,North Africa,Czechia,Christian,Jakub,Male,China,Non-religious,Mei,Female,Vietnam,Budhist,Linh,Female,Algeria,Muslim,Omar,Male
China,3,True,Central Europe,India,Hindu,Vikram,Male,Egypt,Muslim,Amira,Female,Czechia,Christian,Karel,Male,China,Non-religious,Li,Female
Czechia,3,True,East Asia,Egypt,Muslim,Amira,Female,Nepal,Hindu,Raj,Male,China,Non-religious,Li,Male,Czechia,Christian,Jakub,Male
Thailand,4,True,Central Europe,Egypt,Muslim,Hassan,Male,China,Non-religious,Li,Female,Thailand,Budhist,Somchai,Male,Czechia,Christian,Jana,Female
China,4,False,East Asia,Egypt,Muslim,Amira,Female,Vietnam,Budhist,Linh,Male,Czechia,Christian,Viktor,Male,China,Non-religious,Wei,Female
Czechia,4,True,East Asia,India,Hindu,Rajesh,Male,Czechia,Christian,Marketa,Female,Sudan,Muslim,Ahmed,Male,China,Non-religious,Li,Female
China,3,True,Central Europe,China,Non-religious,Li,Female,Nepal,Hindu,Raj,Male,Czechia,Christian,Marketa,Female,Sudan,Muslim,Omar,Male
China,3,False,East Asia,Sudan,Muslim,Malik,Male,Thailand,Budhist,Suri,Female,China,Non-religious,Wei,Male,Czechia,Christian,Jana,Female
Vietnam,4,True,Central Europe,Sudan,Muslim,Hassan,Male,China,Non-religious,Wei,Female,Vietnam,Budhist,Minh,Male,Czechia,Christian,Jana,Female
Thailand,3,True,East Asia,Bangladesh,Muslim,Rafiq,Male,Thailand,Budhist,Somchai,Male,China,Non-religious,Wei,Female,Czechia,Christian,Jana,Female
China,3,True,Southeast Asia,Czechia,Christian,Jakub,Male,China,Non-religious,Wei,Female,Vietnam,Budhist,Minh,Male,Bangladesh,Muslim,Rashid,Male
Thailand,4,True,South Asia,Czechia,Christian,Jakub,Male,China,Non-religious,Li,Female,Thailand,Budhist,Somchai,Male,India,Hindu,Priya,Female
China,3,True,Southeast Asia,Czechia,Christian,Jakub,Male,China,Non-religious,Wei,Female,Vietnam,Budhist,Minh,Male,India,Hindu,Raj,Male
Thailand,3,False,Southeast Asia,China,Non-religious,Huang,Male,Czechia,Christian,Eva,Female,Thailand,Budhist,Somchai,Male,Nepal,Hindu,Prakash,Male
China,2,False,East Asia,Vietnam,Budhist,Minh,Female,China,Non-religious,Lei,Male,Czechia,Christian,Jana,Female,Nepal,Hindu,Raj,Male
Czechia,2,True,South Asia,Thailand,Budhist,Somchai,Male,Pakistan,Muslim,Zara,Female,China,Non-religious,Li,Male,Czechia,Christian,Jakub,Male
China,2,True,Southeast Asia,China,Non-religious,Li,Female,Vietnam,Budhist,Minh,Male,Czechia,Christian,Jakub,Male,Pakistan,Muslim,Asad,Male
Czechia,1,True,Middle East,Iran,Muslim,Reza,Male,India,Hindu,Priya,Female,Japan,Shintoist,Keiko,Female,Czechia,Christian,Jakub,Male
Iran,2,True,East Asia,Czechia,Christian,Jakub,Male,Japan,Shintoist,Hiro,Male,Nepal,Hindu,Aarav,Male,Iran,Muslim,Reza,Male
Iran,4,True,Central Europe,Iran,Muslim,Reza,Male,Thailand,Budhist,Suda,Female,Japan,Shintoist,Akira,Male,Czechia,Christian,Jakub,Male
Vietnam,4,False,Southeast Asia,Czechia,Christian,Lukas,Male,Japan,Shintoist,Akira,Female,Iran,Muslim,Reza,Male,Vietnam,Budhist,Minh,Female
Czechia,3,True,South Asia,Iraq,Muslim,Karim,Male,Czechia,Christian,Jakub,Male,India,Hindu,Rahul,Female,Japan,Shintoist,Hana,Female
Nepal,3,True,East Asia,Iraq,Muslim,Amir,Male,Czechia,Christian,Jana,Female,Japan,Shintoist,Keiko,Female,Nepal,Hindu,Rajesh,Male
Thailand,4,True,Central Europe,Japan,Shintoist,Kenji,Male,Thailand,Budhist,Somchai,Male,Iraq,Muslim,Tariq,Male,Czechia,Christian,Marketa,Female
Iraq,4,True,Southeast Asia,Japan,Shintoist,Haru,Male,Iraq,Muslim,Zaki,Female,Czechia,Christian,Marek,Male,Vietnam,Budhist,Linh,Female
Japan,4,True,Middle East,India,Hindu,Arjun,Male,Czechia,Christian,Petra,Female,Japan,Shintoist,Hideo,Male,Turkey,Muslim,Kemal,Male
Nepal,4,True,Middle East,Nepal,Hindu,Ravi,Male,Czechia,Christian,Petra,Female,Japan,Shintoist,Akira,Male,Turkey,Muslim,Mehmet,Male
Czechia,3,True,Middle East,Czechia,Christian,Jakub,Male,Japan,Shintoist,Hana,Female,Turkey,Muslim,Ahmet,Male,Thailand,Budhist,Suri,Female
Vietnam,3,False,Southeast Asia,Japan,Shintoist,Hiro,Male,Turkey,Muslim,Kemal,Male,Vietnam,Budhist,Linh,Female,Czechia,Christian,Jana,Female
India,3,False,South Asia,Japan,Shintoist,Haruki,Male,Czechia,Christian,Jakub,Male,India,Hindu,Priya,Female,Algeria,Muslim,Omar,Male
Nepal,2,True,North Africa,Nepal,Hindu,Rohan,Male,Algeria,Muslim,Yasmin,Female,Czechia,Christian,Pavel,Male,Japan,Shintoist,Akira,Female
Thailand,2,False,Southeast Asia,Japan,Shintoist,Hiroshi,Male,Thailand,Budhist,Somchai,Male,Algeria,Muslim,Fatima,Female,Czechia,Christian,Karel,Male
Algeria,4,True,East Asia,Czechia,Christian,Jakub,Male,Algeria,Muslim,Amir,Male,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Keiko,Female
Czechia,4,True,East Asia,India,Hindu,Arjun,Male,Egypt,Muslim,Fatima,Female,Czechia,Christian,Karel,Male,Japan,Shintoist,Hiro,Male
Czechia,4,True,South Asia,Egypt,Muslim,Adel,Male,Japan,Shintoist,Yuki,Female,Czechia,Christian,Jakub,Male,Nepal,Hindu,Ravi,Male
Japan,2,False,East Asia,Thailand,Budhist,Somchai,Male,Japan,Shintoist,Akira,Female,Czechia,Christian,Jakub,Male,Egypt,Muslim,Amira,Female
Egypt,2,True,Central Europe,Japan,Shintoist,Keiko,Female,Czechia,Christian,Pavel,Male,Vietnam,Budhist,Minh,Female,Egypt,Muslim,Ahmed,Male
Czechia,3,False,Central Europe,Japan,Shintoist,Hiro,Male,Sudan,Muslim,Ahmed,Male,Czechia,Christian,Katerina,Female,India,Hindu,Raj,Male
Sudan,3,False,North Africa,Czechia,Christian,Lukas,Male,Japan,Shintoist,Akira,Female,Sudan,Muslim,Omar,Male,Nepal,Hindu,Rajesh,Male
Czechia,3,True,Southeast Asia,Sudan,Muslim,Omar,Male,Czechia,Christian,Jakub,Male,Thailand,Budhist,Suri,Female,Japan,Shintoist,Hiro,Male
Sudan,4,True,Southeast Asia,Sudan,Muslim,Amir,Male,Czechia,Christian,Jana,Female,Japan,Shintoist,Hiro,Male,Vietnam,Budhist,Linh,Female
Czechia,4,True,Southeast Asia,Czechia,Christian,Jakub,Male,Bangladesh,Muslim,Rashid,Male,Japan,Shintoist,Hana,Female,Thailand,Budhist,Siriya,Female
